,DOWLKNUM,YEAR,GENUS,PROVNAME,Avg_CPUE,MaxDepth_m,Area_acres,NAME,X_UTM,Y_UTM,GeoI,YR,Log_CPUE
4301,3025800,1983,Coregonus,Eastern Broadleaf Forest Province,1.25,NA,144,Acorn,-156.6670298,-2.795697,NA,-6,0.810930216
4303,3032300,1983,Coregonus,Eastern Broadleaf Forest Province,0.166666667,12.19199998,1607,Strawberry,-150.9034065,32.975673,0.519312786,-6,0.15415068
4306,3038100,1983,Coregonus,Eastern Broadleaf Forest Province,0.6,24.99359996,3089,Detroit,-161.4422451,2.450057,0.29828105,-6,0.470003629
4308,3038600,1983,Coregonus,Eastern Broadleaf Forest Province,0.25,10.36319998,231,Little Floyd,-161.7845199,11.73564,0.376191619,-6,0.223143551
4320,4000700,1983,Coregonus,Laurentian Mixed Forest Province,0.125,15.23999998,1850,Kitchi,-60.0383084,77.989645,0.430336284,-6,0.117783036
4322,4003000,1983,Coregonus,Laurentian Mixed Forest Province,12.9,36.57599994,29775,Cass,-61.2989943,69.845136,0.359142445,-6,2.63188884
4324,4003200,1983,Coregonus,Laurentian Mixed Forest Province,3.444444444,12.19199998,1350,Pimushe,-60.587,85.924,0.497174092,-6,1.491654877
4327,4006900,1983,Coregonus,Laurentian Mixed Forest Province,0.333333333,8.534399987,2742,Blackduck,-67.2071075,104.248922,0.847898504,-6,0.287682072
4329,4013400,1983,Coregonus,Laurentian Mixed Forest Province,3,7.619999988,836,Three Island,-80.91,92.168,0.705661785,-6,1.386294361
4331,4013500,1983,Coregonus,Laurentian Mixed Forest Province,11.375,14.63039998,701,Beltrami,-81.8968733,89.665173,0.351700759,-6,2.515678308
4333,4015900,1983,Coregonus,Laurentian Mixed Forest Province,19.22222222,13.71599998,1584,Turtle,-86.1910191,92.039806,0.459950736,-6,3.00678211
4336,4021100,1983,Coregonus,Laurentian Mixed Forest Province,0.75,9.143999986,308,Bootleg,-96.7437332,73.506458,0.458143429,-6,0.559615788
4341,9003500,1983,Coregonus,Laurentian Mixed Forest Province,6.5,21.33599997,127,Little Hanging Horn,78.7768104,-35.810913,0.157339559,-6,2.014903021
4343,9003800,1983,Coregonus,Laurentian Mixed Forest Province,43.25,27.43199996,420,Hanging Horn,77.5636959,-36.329865,0.165026942,-6,3.789855371
4349,11005900,1983,Coregonus,Laurentian Mixed Forest Province,1.25,32.00399995,1768,Washburn,-21.8875971,7.674931,0.202612532,-6,0.810930216
4354,11014700,1983,Coregonus,Laurentian Mixed Forest Province,0,19.81199997,69821,Winnibigoshish,-35.2789632,72.476813,0.820480375,-6,0
4356,11020300,1983,Coregonus,Laurentian Mixed Forest Province,6.47,45.71999993,109415,Leech,-53.730412,42.769832,0.397798366,-6,2.010894999
4359,11020400,1983,Coregonus,Laurentian Mixed Forest Province,8.083333333,13.71599998,1381,Portage,-45.0385799,60.601274,0.444447987,-6,2.206441232
4362,11026200,1983,Coregonus,Laurentian Mixed Forest Province,8.75,15.84959998,167,Kid,-51.2699199,17.387256,0.226809276,-6,2.277267285
4364,11028200,1983,Coregonus,Laurentian Mixed Forest Province,0.333333333,28.34639996,484,Mann,-48.0905781,19.470267,0.165467776,-6,0.287682072
4368,11032000,1983,Coregonus,Laurentian Mixed Forest Province,35,13.41119998,213,Pillager,-59.5799626,-47.513774,0.28485724,-6,3.583518938
4370,11035100,1983,Coregonus,Laurentian Mixed Forest Province,3,11.27759998,265,Five Point,-56.347536,9.22954,0.357762472,-6,1.386294361
4372,11041100,1983,Coregonus,Laurentian Mixed Forest Province,2.125,24.38399996,1657,Pine Mountain,-62.8972263,3.159753,0.261652976,-6,1.139434283
4375,11041300,1983,Coregonus,Laurentian Mixed Forest Province,7.2,63.3983999,4640,Ten Mile,-65.5584728,19.578256,0.130182078,-6,2.104134154
4377,11049000,1983,Coregonus,Laurentian Mixed Forest Province,7,19.81199997,352,Portage,-66.9938046,53.785214,0.218628788,-6,2.079441542
4390,16007700,1983,Coregonus,Laurentian Mixed Forest Province,18.5,3.413759995,2078,Greenwood,264.5514361,136.570942,1.977781914,-6,2.970414466
4397,16033100,1983,Coregonus,Laurentian Mixed Forest Province,1.333333333,NA,549,North,235.5745541,148.600488,NA,-6,0.84729786
4401,16034800,1983,Coregonus,Laurentian Mixed Forest Province,9.25,19.81199997,5204,Brule,225.8076739,128.724544,0.428702487,-6,2.327277706
4404,16035600,1983,Coregonus,Laurentian Mixed Forest Province,0.357142857,71.93279989,2240,Gunflint,226.9938229,146.261117,0.095639003,-6,0.305381649
4419,18020900,1983,Coregonus,Laurentian Mixed Forest Province,2.5,NA,51,Pug Hole,-22.7164758,-1.562349,NA,-6,1.252762968
4421,18030800,1983,Coregonus,Laurentian Mixed Forest Province,3.111111111,31.08959995,8468,Pelican,-35.9831058,-25.031295,0.308553217,-6,1.413693335
4423,18035200,1983,Coregonus,Laurentian Mixed Forest Province,11.75,19.20239997,739,Ossawinnamakee,-37.7542388,-18.889539,0.271522359,-6,2.545531272
4425,18036100,1983,Coregonus,Laurentian Mixed Forest Province,28.66666667,23.46959996,186,Kimball,-37.9021742,-16.130185,0.157352102,-6,3.390024081
4427,18037200,1983,Coregonus,Laurentian Mixed Forest Province,7.071428571,29.56559996,6178,North Long,-41.2452124,-39.897255,0.299864656,-6,2.088330489
4429,18037600,1983,Coregonus,Laurentian Mixed Forest Province,28.75,12.19199998,459,Upper Cullen,-42.2097431,-25.779142,0.379645466,-6,3.392829132
4431,18037700,1983,Coregonus,Laurentian Mixed Forest Province,25.5,14.02079998,405,Middle Cullen,-42.8962737,-27.330649,0.319956518,-6,3.277144733
4433,18040300,1983,Coregonus,Laurentian Mixed Forest Province,31.75,11.88719998,469,Lower Cullen,-44.9332794,-28.787718,0.391483662,-6,3.488902962
4439,21004900,1983,Coregonus,Prairie Parkland Province,7.666666667,13.10639998,210,Burgen,-127.887062,-103.655795,0.290450017,-6,2.159484249
4441,21014400,1983,Coregonus,Eastern Broadleaf Forest Province,10.33333333,19.81199997,1293,Lobster,-140.5101209,-100.55947,0.302671349,-6,2.427748236
4460,29007200,1983,Coregonus,Laurentian Mixed Forest Province,0.666666667,9.143999986,515,Eighth Crow Wing,-82.2322215,18.724383,0.520973449,-6,0.510825624
4462,29007500,1983,Coregonus,Laurentian Mixed Forest Province,0.75,42.67199994,2607,Kabekona,-79.1804944,41.009656,0.167452741,-6,0.559615788
4465,29009300,1983,Coregonus,Laurentian Mixed Forest Province,0.333333333,12.19199998,358,Sixth Crow Wing,-87.8672865,15.331873,0.356776141,-6,0.287682072
4471,29018000,1983,Coregonus,Laurentian Mixed Forest Province,0.25,33.52799995,712,Lower Bottle,-93.8995948,26.678978,0.154067967,-6,0.223143551
4475,29024200,1983,Coregonus,Laurentian Mixed Forest Province,0.333333333,24.38399996,1432,Fish Hook,-102.9587885,18.878724,0.252278828,-6,0.287682072
4477,29024300,1983,Coregonus,Laurentian Mixed Forest Province,4.777777778,28.95599996,2239,Potato,-101.7770608,23.562747,0.237560897,-6,1.754019141
4479,31002000,1983,Coregonus,Laurentian Mixed Forest Province,20.6,16.76399997,303,Hart,42.862328,50.061535,0.248875993,-6,3.072693315
4480,31014700,1983,Coregonus,Laurentian Mixed Forest Province,4.25,13.41119998,161,Bray,32.6683123,73.210417,0.26560658,-6,1.658228077
4481,31025500,1983,Coregonus,Laurentian Mixed Forest Province,2,20.72639997,156,Snaptail,25.718883,73.832807,0.170512913,-6,1.098612289
4483,31025900,1983,Coregonus,Laurentian Mixed Forest Province,10.66666667,12.19199998,651,Balsam,22.9924511,80.678847,0.414305114,-6,2.456735773
4487,31042200,1983,Coregonus,Laurentian Mixed Forest Province,2.8,25.90799996,271,Ruby,12.5888658,79.89329,0.156606014,-6,1.335001067
4489,31046600,1983,Coregonus,Laurentian Mixed Forest Province,2,18.28799997,123,Horseshoe,15.9610171,89.092519,0.18210005,-6,1.098612289
4493,31057500,1983,Coregonus,Laurentian Mixed Forest Province,1.25,18.89759997,158,Little Bass,8.6604098,53.576306,0.187610707,-6,0.810930216
4497,31077100,1983,Coregonus,Laurentian Mixed Forest Province,0.4,30.47999995,245,Hatch,-2.5788283,95.443228,0.129800558,-6,0.336472237
4500,31077300,1983,Coregonus,Laurentian Mixed Forest Province,6.4,13.10639998,235,Maple,-0.0903857,93.870452,0.298733239,-6,2.00148
4502,31078100,1983,Coregonus,Laurentian Mixed Forest Province,13.25,22.85999997,121,Long,-4.5048387,97.204999,0.145084199,-6,2.656756907
4503,31078600,1983,Coregonus,Laurentian Mixed Forest Province,16.86666667,10.66799998,1782,Jessie,-7.4833378,87.129561,0.609037338,-6,2.88293678
4505,31081200,1983,Coregonus,Laurentian Mixed Forest Province,0.454545455,25.90799996,4951,Ball Club,-17.1600028,61.99466,0.323772042,-6,0.37469345
4508,31085700,1983,Coregonus,Laurentian Mixed Forest Province,12.625,21.33599997,3222,Cut Foot Sioux,-27.828,79.186,0.353116801,-6,2.611906341
4511,31089600,1983,Coregonus,Laurentian Mixed Forest Province,0.4,7.315199989,2959,Round,-33.0927998,91.041045,1.008230979,-6,0.336472237
4529,38021100,1983,Coregonus,Laurentian Mixed Forest Province,7.75,35.35679995,317,Ottertrack,196.0754835,153.900326,0.119341602,-6,2.1690537
4532,38021900,1983,Coregonus,Laurentian Mixed Forest Province,1.333333333,3.657599994,1294,Silver Island,193.6009228,104.936361,1.639786706,-6,0.84729786
4534,38022000,1983,Coregonus,Laurentian Mixed Forest Province,23.625,11.58239998,1844,Perent,193.4351131,112.094636,0.565772287,-6,3.203762187
4536,38022700,1983,Coregonus,Laurentian Mixed Forest Province,38.2,33.52799995,451,Amoeber,191.9433247,148.227739,0.137447387,-6,3.668676747
4537,38022900,1983,Coregonus,Laurentian Mixed Forest Province,13,NA,407,Little Knife,190.807,149.335,NA,-6,2.63905733
4541,38039600,1983,Coregonus,Laurentian Mixed Forest Province,11.16666667,5.486399992,1318,Isabella,182.265,113.097,1.098225151,-6,2.498699972
4543,38040400,1983,Coregonus,Laurentian Mixed Forest Province,2.2,38.70959994,4309,Knife,185.6424935,144.40672,0.209302994,-6,1.16315081
4550,38053000,1983,Coregonus,Laurentian Mixed Forest Province,10.5,9.143999986,337,Sucker,171.5758033,139.14869,0.468566525,-6,2.442347035
4553,38053100,1983,Coregonus,Laurentian Mixed Forest Province,17.75,NA,103,Splash,172.3311503,138.179565,NA,-6,2.931193752
4555,38061900,1983,Coregonus,Laurentian Mixed Forest Province,7.4,13.71599998,652,Newfound,168.9618834,136.618797,0.368412556,-6,2.128231706
4559,38064400,1983,Coregonus,Laurentian Mixed Forest Province,2.285714286,19.81199997,1307,Moose,166.639,133.811,0.303487339,-6,1.189584067
4565,38071400,1983,Coregonus,Laurentian Mixed Forest Province,5.5,15.84959998,50,Section Twelve,162.8750199,128.986234,0.167773821,-6,1.871802177
4568,38071500,1983,Coregonus,Laurentian Mixed Forest Province,16.5,12.19199998,318,Triangle,161.806608,127.088659,0.346363266,-6,2.862200881
4571,38077800,1983,Coregonus,Laurentian Mixed Forest Province,50,9.143999986,618,South Farm,151.9826687,121.723921,0.545269119,-6,3.931825633
4574,38077900,1983,Coregonus,Laurentian Mixed Forest Province,32.85714286,17.06879997,1380,Farm,149.2888851,122.241371,0.357081033,-6,3.522149992
4577,38078200,1983,Coregonus,Laurentian Mixed Forest Province,5.142857143,16.76399997,4236,Garden,147.4075573,124.9713,0.481239577,-6,1.815289967
4581,38081700,1983,Coregonus,Laurentian Mixed Forest Province,9.875,48.76799993,5580,Crooked,143.7663838,155.036663,0.177224437,-6,2.386466577
4584,39000200,1983,Coregonus,Laurentian Mixed Forest Province,18.92,NA,307010,Lake of the Woods,-86.1779634,259.903325,NA,-6,2.991724252
4609,48000200,1983,Coregonus,Laurentian Mixed Forest Province,27.3,10.97279998,132516,Mille Lacs,3.8456329,-65.489631,1.738799942,-6,3.342861805
4615,49014000,1983,Coregonus,Eastern Broadleaf Forest Province,0.166666667,26.82239996,250,Cedar,-73.115412,-108.823439,0.148247496,-6,0.15415068
4618,56013000,1983,Coregonus,Eastern Broadleaf Forest Province,8,22.85999997,4834,Big Pine,-137.5652102,-18.415316,0.364754313,-6,2.197224577
4620,56013800,1983,Coregonus,Eastern Broadleaf Forest Province,3.8,23.46959996,2360,East Battle,-142.5029544,-53.525429,0.296976657,-6,1.568615918
4622,56014200,1983,Coregonus,Eastern Broadleaf Forest Province,3.416666667,19.20239997,2036,Little Pine,-141.569841,-15.919737,0.349815406,-6,1.485385264
4624,56022900,1983,Coregonus,Eastern Broadleaf Forest Province,1,NA,358,Murphy,-148.9774461,-7.067733,NA,-6,0.693147181
4626,56023900,1983,Coregonus,Eastern Broadleaf Forest Province,5.666666667,34.44239995,5672,West Battle,-150.3043479,-53.464512,0.251965251,-6,1.897119985
4628,56024200,1983,Coregonus,Eastern Broadleaf Forest Province,4.5,37.79519994,13845,Otter Tail,-150.438,-41.053,0.287003103,-6,1.704748092
4630,56024300,1983,Coregonus,Eastern Broadleaf Forest Province,1.454545455,18.28799997,1610,Marion,-150.078,-26.76,0.34636999,-6,0.897941593
4632,56029800,1983,Coregonus,Eastern Broadleaf Forest Province,0.5,7.924799988,468,Deer,-158.9147037,-45.947154,0.586912222,-6,0.405465108
4636,56052300,1983,Coregonus,Eastern Broadleaf Forest Province,2,32.00399995,1073,East Loon,-162.9013492,-15.753111,0.178832179,-6,1.098612289
4638,56074900,1983,Coregonus,Eastern Broadleaf Forest Province,5.25,16.76399997,1448,Crystal,-171.9386699,-16.947493,0.367971759,-6,1.832581464
4641,56076000,1983,Coregonus,Eastern Broadleaf Forest Province,3.888888889,16.15439998,4145,Lizzie,-176.9499278,-14.815759,0.496695588,-6,1.586965057
4644,56078600,1983,Coregonus,Eastern Broadleaf Forest Province,0.5,16.76399997,4314,Pelican,-176.8264825,-7.179414,0.48343978,-6,0.405465108
4657,69006900,1983,Coregonus,Laurentian Mixed Forest Province,3,14.63039998,2639,Shagawa,137.9157341,123.60377,0.489895723,-6,1.386294361
4660,69007800,1983,Coregonus,Laurentian Mixed Forest Province,0.25,NA,80,Mudro,142.7014552,137.497236,NA,-6,0.223143551
4663,69008500,1983,Coregonus,Laurentian Mixed Forest Province,0.666666667,13.10639998,140,Fenske,136.0467112,132.418765,0.262451217,-6,0.510825624
4666,69011500,1983,Coregonus,Laurentian Mixed Forest Province,0.666666667,21.94559997,2667,Bear Island,131.4485048,108.378189,0.327460029,-6,0.510825624
4679,69027500,1983,Coregonus,Laurentian Mixed Forest Province,4.833333333,NA,165,Mud,120.656,120.224,NA,-6,1.763588592
4682,69037800,1983,Coregonus,Laurentian Mixed Forest Province,13.35714286,14.63039998,49110,Vermilion,94.1395854,119.496746,1.017504372,-6,2.664247579
4689,69061700,1983,Coregonus,Laurentian Mixed Forest Province,11.4,53.33999992,5680,Sand Point,90.926,174.39,0.1627549,-6,2.517696473
4694,69068400,1983,Coregonus,Laurentian Mixed Forest Province,1.5625,23.77439996,748,Mukooda,91.9215398,170.218803,0.219971205,-6,0.940983344
4697,69069300,1983,Coregonus,Laurentian Mixed Forest Province,4.25,39.31919994,14050,Namakan,75.0681995,183.419798,0.276894551,-6,1.658228077
4700,69069400,1983,Coregonus,Laurentian Mixed Forest Province,0.2,5.486399992,54140,Rainy,61.8416269,196.782441,2.780302791,-6,0.182321557
4703,69074400,1983,Coregonus,Laurentian Mixed Forest Province,2.083333333,18.28799997,1528,Elbow,80.5162537,133.371462,0.341872861,-6,1.126011263
4710,69084500,1983,Coregonus,Laurentian Mixed Forest Province,5.6,15.23999998,24800,Kabetogama,57.1891949,183.274693,0.823432405,-6,1.887069649
4713,69084800,1983,Coregonus,Laurentian Mixed Forest Province,6,13.71599998,807,Prairie,61.4360665,-1.523162,0.388589363,-6,1.945910149
4718,69093300,1983,Coregonus,Laurentian Mixed Forest Province,22.66666667,10.66799998,375,Side,52.5478138,96.557915,0.412500815,-6,3.164067589
4720,69093600,1983,Coregonus,Laurentian Mixed Forest Province,0.166666667,15.84959998,140,Locator,53.6585281,192.860909,0.217026968,-6,0.15415068
4721,69093700,1983,Coregonus,Laurentian Mixed Forest Province,1.666666667,12.19199998,42,War Club,55.5506901,192.425115,0.208803305,-6,0.980829253
4735,77002700,1983,Coregonus,Eastern Broadleaf Forest Province,4.333333333,21.94559997,412,Long,-79.6452793,-100.595469,0.205294278,-6,1.673976434
4738,77003400,1983,Coregonus,Eastern Broadleaf Forest Province,6.666666667,20.42159997,178,Little Swan,-77.2574589,-95.82276,0.178860828,-6,2.036881927
4743,77012000,1983,Coregonus,Eastern Broadleaf Forest Province,1,25.60319996,181,Charlotte,-90.2971865,-93.093163,0.143260148,-6,0.693147181
4758,3015600,1984,Coregonus,Laurentian Mixed Forest Province,16.83333333,21.33599997,363,Ice Cracking,-139.297,26.063,0.204580226,-5,2.881069365
4763,3037100,1984,Coregonus,Eastern Broadleaf Forest Province,19,21.94559997,66,Meadow,-165.1078977,-1.727904,0.129878877,-5,2.995732274
4765,3047500,1984,Coregonus,Eastern Broadleaf Forest Province,0.5,11.27759998,1827,Melissa,-167.4223293,-2.824893,0.579719556,-5,0.405465108
4767,3050300,1984,Coregonus,Eastern Broadleaf Forest Province,0.5,9.143999986,370,Eunice,-172.7440286,-3.129848,0.479638697,-5,0.405465108
4769,4002400,1984,Coregonus,Laurentian Mixed Forest Province,1.5,16.76399997,249,Gilstad,-61.0951521,97.231831,0.236958442,-5,0.916290732
4771,4003000,1984,Coregonus,Laurentian Mixed Forest Province,12.9,36.57599994,29775,Cass,-61.2989943,69.845136,0.359142445,-5,2.63188884
4777,4015200,1984,Coregonus,Laurentian Mixed Forest Province,1.833333333,15.23999998,800,Movil,-86.641,88.538,0.348969548,-5,1.041453875
4779,4034300,1984,Coregonus,Laurentian Mixed Forest Province,3.166666667,19.81199997,1039,Clearwater,-109.8552675,105.315908,0.286566598,-5,1.427116356
4785,11006100,1984,Coregonus,Laurentian Mixed Forest Province,5.666666667,NA,70,Little Thunder,-17.4453905,18.300487,NA,-5,1.897119985
4788,11014300,1984,Coregonus,Laurentian Mixed Forest Province,2.928571429,13.71599998,3404,Boy,-33.2027562,34.182325,0.556890632,-5,1.368275856
4790,11014700,1984,Coregonus,Laurentian Mixed Forest Province,0,19.81199997,69821,Winnibigoshish,-35.2789632,72.476813,0.820480375,-5,0
4792,11020300,1984,Coregonus,Laurentian Mixed Forest Province,4.75,45.71999993,109415,Leech,-53.730412,42.769832,0.397798366,-5,1.749199855
4796,11025000,1984,Coregonus,Laurentian Mixed Forest Province,2.428571429,18.28799997,1092,Ada,-48.6580846,3.589413,0.314332616,-5,1.232143681
4804,11041500,1984,Coregonus,Laurentian Mixed Forest Province,1.625,28.95599996,4820,Pike Bay,-64.4184008,62.025015,0.287755208,-5,0.965080896
4808,15001000,1984,Coregonus,Laurentian Mixed Forest Province,52.66666667,29.56559996,306,Elk,-113.9939845,45.009909,0.141463259,-5,3.982792076
4810,15001600,1984,Coregonus,Laurentian Mixed Forest Province,0.625,13.71599998,1088,Itasca,-112.6029448,48.003285,0.418725826,-5,0.485507816
4813,16001900,1984,Coregonus,Laurentian Mixed Forest Province,2,10.66799998,411,Tom,273.194837,128.381333,0.422063163,-5,1.098612289
4816,16004900,1984,Coregonus,Laurentian Mixed Forest Province,4,21.33599997,277,Trout,265.4966632,122.184546,0.191208388,-5,1.609437912
4820,16013900,1984,Coregonus,Laurentian Mixed Forest Province,8.7,39.62399994,1537,Clearwater,251.3128656,145.179712,0.158019307,-5,2.272125886
4828,16023900,1984,Coregonus,Laurentian Mixed Forest Province,1.083333333,21.33599997,950,Poplar,239.6352188,140.981595,0.260206355,-5,0.733969175
4834,16062900,1984,Coregonus,Laurentian Mixed Forest Province,8.777777778,39.62399994,4996,Sea Gull,206.6858926,149.989213,0.212176506,-5,2.280112237
4837,16075900,1984,Coregonus,Laurentian Mixed Forest Province,38.11111111,19.81199997,999,Alpine,203.6836185,149.565579,0.283767761,-5,3.666406598
4841,18004100,1984,Coregonus,Laurentian Mixed Forest Province,9.333333333,21.94559997,462,Crooked,-15.8101766,-48.168315,0.211257937,-5,2.335374916
4843,18004400,1984,Coregonus,Laurentian Mixed Forest Province,29,12.19199998,171,Hanks,-15.3851457,-49.402088,0.296601999,-5,3.401197382
4845,18005000,1984,Coregonus,Laurentian Mixed Forest Province,1.666666667,12.80159998,292,Portage,-16.4421941,-50.00166,0.322909975,-5,0.980829253
4848,18009600,1984,Coregonus,Laurentian Mixed Forest Province,1.222222222,14.32559998,793,Upper South Long,-25.9398482,-54.429909,0.370429424,-5,0.798507696
4850,18010400,1984,Coregonus,Laurentian Mixed Forest Province,1,12.80159998,782,Nokay,-20.015581,-47.003751,0.413083108,-5,0.693147181
4854,18013600,1984,Coregonus,Laurentian Mixed Forest Province,0.777777778,14.32559998,1380,South Long,-29.5641431,-57.832625,0.425458252,-5,0.575364145
4858,18024200,1984,Coregonus,Laurentian Mixed Forest Province,4.333333333,9.143999986,895,Upper Mission,-28.1951276,-27.431923,0.598162995,-5,1.673976434
4861,18031000,1984,Coregonus,Laurentian Mixed Forest Province,4.4375,27.43199996,7969,Whitefish,-39.5399222,-12.683013,0.344424063,-5,1.693319396
4864,18031200,1984,Coregonus,Laurentian Mixed Forest Province,1.916666667,25.60319996,1884,Cross Lake Reservoir,-32.0129648,-14.594108,0.257321442,-5,1.070441412
4869,21005400,1984,Coregonus,Eastern Broadleaf Forest Province,0.875,18.28799997,447,Victoria,-127.7638773,-100.946985,0.251426279,-5,0.628608659
4873,21008300,1984,Coregonus,Eastern Broadleaf Forest Province,0.083333333,32.00399995,5924,Miltona,-129.7215937,-82.518323,0.274125541,-5,0.080042707
4877,21010200,1984,Coregonus,Eastern Broadleaf Forest Province,0.4,13.41119998,281,Brophy,-135.3576304,-97.159997,0.305287443,-5,0.336472237
4879,21010300,1984,Coregonus,Eastern Broadleaf Forest Province,5.5,15.84959998,251,Cowdry,-133.49,-97.481,0.251130884,-5,1.871802177
4881,21012300,1984,Coregonus,Eastern Broadleaf Forest Province,0.133333333,31.69919995,4506,Ida,-132.7617129,-86.834275,0.258463663,-5,0.125163143
4896,29000500,1984,Coregonus,Laurentian Mixed Forest Province,7,19.81199997,151,Tripp,-80.5097115,6.675498,0.176935883,-5,2.079441542
4902,29009100,1984,Coregonus,Laurentian Mixed Forest Province,4.25,12.19199998,251,Seventh Crow Wing,-85.1341411,16.980864,0.326470149,-5,1.658228077
4904,29015100,1984,Coregonus,Laurentian Mixed Forest Province,0.25,19.81199997,1770,Mantrap,-90.2426139,30.735896,0.327389689,-5,0.223143551
4906,29018400,1984,Coregonus,Laurentian Mixed Forest Province,0.333333333,25.60319996,364,Blue,-98.2610271,25.56736,0.170600814,-5,0.287682072
4908,29023700,1984,Coregonus,Laurentian Mixed Forest Province,26.25,NA,46,Newman,-94.7174427,67.261568,NA,-5,3.305053521
4909,29024100,1984,Coregonus,Laurentian Mixed Forest Province,0.5,4.876799993,224,Frontenac,-96.2433927,61.998202,0.793281013,-5,0.405465108
4915,31006700,1984,Coregonus,Laurentian Mixed Forest Province,22.13333333,19.81199997,2615,Swan,40.4988831,55.403051,0.360943815,-5,3.141274579
4922,31019300,1984,Coregonus,Laurentian Mixed Forest Province,0.833333333,20.72639997,423,Crooked,29.9519625,71.58624,0.218807003,-5,0.606135803
4928,31035300,1984,Coregonus,Laurentian Mixed Forest Province,9.083333333,10.36319998,1352,Split Hand,17.2052306,28.372438,0.585127209,-5,2.310883896
4931,31037300,1984,Coregonus,Laurentian Mixed Forest Province,6,17.37359997,127,Hale,12.649,48.994,0.19322402,-5,1.945910149
4935,31050200,1984,Coregonus,Laurentian Mixed Forest Province,0.25,12.19199998,110,Slauson,11.8718171,92.170953,0.265627612,-5,0.223143551
4937,31053200,1984,Coregonus,Laurentian Mixed Forest Province,1.133333333,34.13759995,15600,Pokegama,9.3185707,43.35421,0.327377,-5,0.757685702
4940,31055400,1984,Coregonus,Laurentian Mixed Forest Province,11.83333333,32.00399995,1350,Siseebakwet,3.2349173,39.263725,0.189399654,-5,2.552045952
4942,31056500,1984,Coregonus,Laurentian Mixed Forest Province,1.571428571,10.05839998,455,Jay Gould,6.5829385,48.792896,0.459170467,-5,0.944461609
4945,31065300,1984,Coregonus,Laurentian Mixed Forest Province,11.58333333,27.43199996,907,North Star,4.171419,83.714863,0.200052669,-5,2.532373187
4948,31071900,1984,Coregonus,Laurentian Mixed Forest Province,0.066666667,36.88079994,3926,Deer,3.5241751,63.426601,0.214628426,-5,0.064538521
4951,31072200,1984,Coregonus,Laurentian Mixed Forest Province,3.5,21.33599997,1140,Moose,1.8633654,65.980455,0.272341115,-5,1.504077397
4953,31072500,1984,Coregonus,Laurentian Mixed Forest Province,3.4,45.71999993,2066,Turtle,2.3969994,91.581625,0.147460723,-5,1.481604541
4956,31074900,1984,Coregonus,Laurentian Mixed Forest Province,0.4,28.65119996,181,Chase,-1.7442093,62.644529,0.128019707,-5,0.336472237
4959,31075800,1984,Coregonus,Laurentian Mixed Forest Province,0.6,9.143999986,314,Little Bowstring,-0.6532378,76.675582,0.460358531,-5,0.470003629
4961,31077500,1984,Coregonus,Laurentian Mixed Forest Province,1,13.71599998,232,No-ta-she-bun,-4.4992512,38.919217,0.284540782,-5,0.693147181
4962,31078400,1984,Coregonus,Laurentian Mixed Forest Province,2.555555556,17.37359997,613,Little Jessie,-7.6672236,83.898388,0.286401508,-5,1.268511326
4965,31081300,1984,Coregonus,Laurentian Mixed Forest Province,0.2,9.143999986,8900,Bowstring,-14.3160846,82.076269,1.062212199,-5,0.182321557
4968,31082600,1984,Coregonus,Laurentian Mixed Forest Province,0.266666667,21.33599997,3785,Sand,-21.7082764,90.601271,0.367623672,-5,0.236388778
4970,31083200,1984,Coregonus,Laurentian Mixed Forest Province,1.4,8.839199987,294,Rush Island,-18.0161627,91.471505,0.468461465,-5,0.875468737
4972,31085000,1984,Coregonus,Laurentian Mixed Forest Province,17.66666667,7.924799988,1287,Little Winnibigoshish,-23.234854,68.473701,0.755799024,-5,2.926739402
4974,31085300,1984,Coregonus,Laurentian Mixed Forest Province,1,7.010399989,222,Little Sand,-23.0878901,94.170845,0.550611713,-5,0.693147181
4976,31085700,1984,Coregonus,Laurentian Mixed Forest Province,6.625,21.33599997,3222,Cut Foot Sioux,-27.828,79.186,0.353116801,-5,2.031432322
4979,31091300,1984,Coregonus,Laurentian Mixed Forest Province,0.866666667,10.66799998,2920,Island,-38.9773456,113.81244,0.689068991,-5,0.624154309
4981,31092100,1984,Coregonus,Laurentian Mixed Forest Province,0.555555556,10.36319998,666,Dixon,-42.5148276,88.953715,0.490201548,-5,0.441832753
4999,38048800,1984,Coregonus,Laurentian Mixed Forest Province,1.111111111,15.54479998,950,Disappointment,177.071,132.121,0.357145978,-5,0.747214402
5002,38049100,1984,Coregonus,Laurentian Mixed Forest Province,6.5,16.76399997,262,Vera,179.7438101,140.362017,0.239992501,-5,2.014903021
5003,38060500,1984,Coregonus,Laurentian Mixed Forest Province,1.625,17.37359997,822,One,167.6494245,125.773349,0.308196808,-5,0.965080896
5011,38078400,1984,Coregonus,Laurentian Mixed Forest Province,0.833333333,14.32559998,502,Newton,149.374,131.656,0.330417552,-5,0.606135803
5015,38081100,1984,Coregonus,Laurentian Mixed Forest Province,8.375,9.753599985,2322,Fall,148.328,127.843,0.711705978,-5,2.238046572
5018,39000200,1984,Coregonus,Laurentian Mixed Forest Province,10.54,NA,307010,Lake of the Woods,-86.1779634,259.903325,NA,-5,2.445819261
5025,44002300,1984,Coregonus,Laurentian Mixed Forest Province,1.166666667,4.571999993,946,North Twin,-145.9920099,53.506639,1.213016094,-5,0.773189888
