,DOWLKNUM,YEAR,GENUS,PROVNAME,Avg_CPUE,MaxDepth_m,Area_acres,NAME,X_UTM,Y_UTM,GeoI,YR,Log_CPUE
1085,1007300,1970,Coregonus,Laurentian Mixed Forest Province,0.25,NA,60,Bass,25.7720278,-20.364655,NA,-19,0.223143551
1088,1008900,1970,Coregonus,Laurentian Mixed Forest Province,0.2,35.35679995,433,Long,16.185893,-35.30542,0.129017619,-19,0.182321557
1096,1020400,1970,Coregonus,Laurentian Mixed Forest Province,0.2,38.09999994,736,Round,-7.8146271,-52.115398,0.136708173,-19,0.182321557
1100,3035000,1970,Coregonus,Eastern Broadleaf Forest Province,12,11.27759998,444,Buffalo,-158.3178528,22.118399,0.407032471,-19,2.564949357
1102,3038100,1970,Coregonus,Eastern Broadleaf Forest Province,1.666666667,24.99359996,3089,Detroit,-161.4422451,2.450057,0.29828105,-19,0.980829253
1106,4002400,1970,Coregonus,Laurentian Mixed Forest Province,3.125,16.76399997,249,Gilstad,-61.0951521,97.231831,0.236958442,-19,1.41706602
1110,4007900,1970,Coregonus,Laurentian Mixed Forest Province,23.77777778,17.67839997,1206,Wolf,-73.1928236,70.299703,0.333344943,-19,3.209947194
1116,11049000,1970,Coregonus,Laurentian Mixed Forest Province,2.666666667,19.81199997,352,Portage,-66.9938046,53.785214,0.218628788,-19,1.299282984
1120,16014300,1970,Coregonus,Laurentian Mixed Forest Province,0.111111111,15.23999998,1873,Devil Track,246.928,116.309,0.431667625,-19,0.105360516
1128,16023200,1970,Coregonus,Laurentian Mixed Forest Province,32.16666667,39.62399994,630,Duncan,243.1224949,144.554955,0.126437769,-19,3.501545356
1132,16026700,1970,Coregonus,Laurentian Mixed Forest Province,11.5,25.29839996,295,Vernon,235.8665592,129.764009,0.163818313,-19,2.525728644
1136,16034800,1970,Coregonus,Laurentian Mixed Forest Province,15,19.81199997,5204,Brule,225.8076739,128.724544,0.428702487,-19,2.772588722
1146,16044800,1970,Coregonus,Laurentian Mixed Forest Province,15.875,61.56959991,1197,Loon,225.9687581,143.998478,0.095533834,-19,2.825833237
1150,18010400,1970,Coregonus,Laurentian Mixed Forest Province,2.142857143,12.80159998,782,Nokay,-20.015581,-47.003751,0.413083108,-19,1.145132304
1157,29008600,1970,Coregonus,Laurentian Mixed Forest Province,2.5,4.571999993,564,First Crow Wing,-86.5099952,5.055398,1.065892865,-19,1.252762968
1162,31021900,1970,Coregonus,Laurentian Mixed Forest Province,0.666666667,24.07919996,198,O'Reilly,21.6312695,61.962592,0.1557845,-19,0.510825624
1168,31084300,1970,Coregonus,Laurentian Mixed Forest Province,8.333333333,15.84959998,561,Whitefish,-18.3130559,98.062237,0.307059409,-19,2.233592221
1172,38004800,1970,Coregonus,Laurentian Mixed Forest Province,0.25,10.36319998,281,Harriet,195.846,96.964,0.395077868,-19,0.223143551
1175,38006800,1970,Coregonus,Laurentian Mixed Forest Province,10.5,10.66799998,469,Windy,198.2657632,104.963006,0.436224652,-19,2.442347035
1178,39000200,1970,Coregonus,Laurentian Mixed Forest Province,29.8,NA,307010,Lake of the Woods,-86.1779634,259.903325,NA,-19,3.42751469
1196,56043700,1970,Coregonus,Eastern Broadleaf Forest Province,0.333333333,28.95599996,1341,Stalker,-164.1400015,-62.393013,0.20898669,-19,0.287682072
1201,69000400,1970,Coregonus,Laurentian Mixed Forest Province,0.5,14.32559998,3429,White Iron,142.5901188,117.934568,0.534169456,-19,0.405465108
1207,69061600,1970,Coregonus,Laurentian Mixed Forest Province,16.16666667,24.38399996,3396,Crane,92.9363514,165.460783,0.313066769,-19,2.842969519
1210,69061700,1970,Coregonus,Laurentian Mixed Forest Province,4,53.33999992,5680,Sand Point,90.926,174.39,0.1627549,-19,1.609437912
1213,69069100,1970,Coregonus,Laurentian Mixed Forest Province,7.666666667,26.82239996,1685,Johnson,84.137,171.059,0.238864903,-19,2.159484249
1216,69069300,1970,Coregonus,Laurentian Mixed Forest Province,0.2,39.31919994,14050,Namakan,75.0681995,183.419798,0.276894551,-19,0.182321557
1219,69074800,1970,Coregonus,Laurentian Mixed Forest Province,3.222222222,15.23999998,438,Kjostad,83.5681305,145.087714,0.30018125,-19,1.440361582
1223,69076100,1970,Coregonus,Laurentian Mixed Forest Province,32.3,18.28799997,209,Spring,81.4628025,174.117292,0.207907597,-19,3.505557397
1232,3015900,1971,Coregonus,Laurentian Mixed Forest Province,0.2,30.47999995,1002,Elbow,-140.4143896,38.459411,0.184587364,-18,0.182321557
1234,3032300,1971,Coregonus,Eastern Broadleaf Forest Province,0.4,12.19199998,1607,Strawberry,-150.9034065,32.975673,0.519312786,-18,0.336472237
1236,4003800,1971,Coregonus,Laurentian Mixed Forest Province,2,18.28799997,1448,Andrusia,-70.998,73.208,0.337307446,-18,1.098612289
1238,4007900,1971,Coregonus,Laurentian Mixed Forest Province,4.3,17.67839997,1206,Wolf,-73.1928236,70.299703,0.333344943,-18,1.667706821
1240,4015500,1971,Coregonus,Laurentian Mixed Forest Province,9.666666667,7.619999988,464,Little Turtle,-87.952,93.983,0.60908026,-18,2.367123614
1242,4015900,1971,Coregonus,Laurentian Mixed Forest Province,6.166666667,13.71599998,1584,Turtle,-86.1910191,92.039806,0.459950736,-18,1.969440647
1244,4019600,1971,Coregonus,Laurentian Mixed Forest Province,5,6.70559999,462,Campbell,-91.7453802,92.85961,0.691389614,-18,1.791759469
1248,9003500,1971,Coregonus,Laurentian Mixed Forest Province,0.777777778,21.33599997,127,Little Hanging Horn,78.7768104,-35.810913,0.157339559,-18,0.575364145
1250,9003800,1971,Coregonus,Laurentian Mixed Forest Province,6.166666667,27.43199996,420,Hanging Horn,77.5636959,-36.329865,0.165026942,-18,1.969440647
1253,11041300,1971,Coregonus,Laurentian Mixed Forest Province,0.95,63.3983999,4640,Ten Mile,-65.5584728,19.578256,0.130182078,-18,0.667829373
1255,11041500,1971,Coregonus,Laurentian Mixed Forest Province,3.9,28.95599996,4820,Pike Bay,-64.4184008,62.025015,0.287755208,-18,1.589235205
1257,11050400,1971,Coregonus,Laurentian Mixed Forest Province,19.25,25.90799996,1761,Steamboat,-70.8363885,52.908588,0.250037962,-18,3.008154794
1260,16007700,1971,Coregonus,Laurentian Mixed Forest Province,10.25,3.413759995,2078,Greenwood,264.5514361,136.570942,1.977781914,-18,2.420368129
1261,16008600,1971,Coregonus,Laurentian Mixed Forest Province,3.333333333,36.57599994,762,West Pike,262.1901047,146.148394,0.143645669,-18,1.466337069
1264,16013900,1971,Coregonus,Laurentian Mixed Forest Province,16.08333333,39.62399994,1537,Clearwater,251.3128656,145.179712,0.158019307,-18,2.838103329
1266,16014300,1971,Coregonus,Laurentian Mixed Forest Province,0.222222222,15.23999998,1873,Devil Track,246.928,116.309,0.431667625,-18,0.200670695
1276,16023900,1971,Coregonus,Laurentian Mixed Forest Province,0.555555556,21.33599997,950,Poplar,239.6352188,140.981595,0.260206355,-18,0.441832753
1280,16035700,1971,Coregonus,Laurentian Mixed Forest Province,15.33333333,5.181599992,91,Crab,230.0418673,144.716526,0.596068902,-18,2.793208009
1288,16062900,1971,Coregonus,Laurentian Mixed Forest Province,16.4,39.62399994,4996,Sea Gull,206.6858926,149.989213,0.212176506,-18,2.856470206
1291,16063300,1971,Coregonus,Laurentian Mixed Forest Province,46.66666667,85.34399987,7880,Saganaga,208.204235,157.709974,0.110397328,-18,3.864232342
1297,29007500,1971,Coregonus,Laurentian Mixed Forest Province,87.25,42.67199994,2607,Kabekona,-79.1804944,41.009656,0.167452741,-18,4.480173696
1299,29009100,1971,Coregonus,Laurentian Mixed Forest Province,11,12.19199998,251,Seventh Crow Wing,-85.1341411,16.980864,0.326470149,-18,2.48490665
1301,29018400,1971,Coregonus,Laurentian Mixed Forest Province,8.8,25.60319996,364,Blue,-98.2610271,25.56736,0.170600814,-18,2.282382386
1303,29018500,1971,Coregonus,Laurentian Mixed Forest Province,6.363636364,41.14799994,1738,Big Sand,-95.5715511,23.500182,0.15691473,-18,1.996553882
1306,31010600,1971,Coregonus,Laurentian Mixed Forest Province,4,10.66799998,114,Ox Hide,38.099257,59.611144,0.306297327,-18,1.609437912
1312,31065300,1971,Coregonus,Laurentian Mixed Forest Province,14.5,27.43199996,907,North Star,4.171419,83.714863,0.200052669,-18,2.740840024
1314,31075800,1971,Coregonus,Laurentian Mixed Forest Province,1,9.143999986,314,Little Bowstring,-0.6532378,76.675582,0.460358531,-18,0.693147181
1323,44004500,1971,Coregonus,Laurentian Mixed Forest Province,2.5,7.619999988,660,Snider,-148.2564377,47.205203,0.665167487,-18,1.252762968
1329,56014100,1971,Coregonus,Eastern Broadleaf Forest Province,4.833333333,20.72639997,5340,Rush,-139.4166057,-32.307047,0.412440628,-18,1.763588592
1333,56031000,1971,Coregonus,Eastern Broadleaf Forest Province,2,8.839199987,694,Walker,-151.5776325,-37.531682,0.580666682,-18,1.098612289
1337,56038800,1971,Coregonus,Eastern Broadleaf Forest Province,3,39.01439994,1400,Long,-157.566,-13.616,0.156785927,-18,1.386294361
1345,69000400,1971,Coregonus,Laurentian Mixed Forest Province,3.416666667,14.32559998,3429,White Iron,142.5901188,117.934568,0.534169456,-18,1.485385264
1348,69011100,1971,Coregonus,Laurentian Mixed Forest Province,1.166666667,10.66799998,220,Smith,136.8512126,39.546854,0.361012853,-18,0.773189888
1354,69074400,1971,Coregonus,Laurentian Mixed Forest Province,0.181818182,18.28799997,1528,Elbow,80.5162537,133.371462,0.341872861,-18,0.167054085
1359,69076100,1971,Coregonus,Laurentian Mixed Forest Province,26.66666667,18.28799997,209,Spring,81.4628025,174.117292,0.207907597,-18,3.320228319
1367,86028900,1971,Coregonus,Eastern Broadleaf Forest Province,0.4,23.77439996,747,Sylvia,-39.7292508,-171.878799,0.219897649,-18,0.336472237
1372,3015500,1972,Coregonus,Laurentian Mixed Forest Province,0.166666667,21.03119997,1163,Round,-139.0126392,28.926264,0.277671225,-17,0.15415068
1374,3038700,1972,Coregonus,Eastern Broadleaf Forest Province,3.666666667,10.36319998,1212,Floyd,-163.6261791,11.430905,0.569353213,-17,1.540445041
1378,4003800,1972,Coregonus,Laurentian Mixed Forest Province,2.333333333,18.28799997,1448,Andrusia,-70.998,73.208,0.337307446,-17,1.203972804
1380,4007900,1972,Coregonus,Laurentian Mixed Forest Province,5.111111111,17.67839997,1206,Wolf,-73.1928236,70.299703,0.333344943,-17,1.810108608
1392,11027400,1972,Coregonus,Laurentian Mixed Forest Province,1,20.42159997,761,Blackwater,-45.283169,12.365373,0.257191375,-17,0.693147181
1396,11030500,1972,Coregonus,Laurentian Mixed Forest Province,3.0625,24.38399996,9541,Gull,-50.1837823,-39.038584,0.405315792,-17,1.401798548
1403,16014100,1972,Coregonus,Laurentian Mixed Forest Province,62.83333333,19.81199997,497,Caribou,254.9876479,144.01563,0.238320158,-17,4.15627552
1411,16075900,1972,Coregonus,Laurentian Mixed Forest Province,14.16666667,19.81199997,999,Alpine,203.6836185,149.565579,0.283767761,-17,2.719100038
1414,16076800,1972,Coregonus,Laurentian Mixed Forest Province,4,38.09999994,264,Jasper,201.2837533,147.000511,0.105797646,-17,1.609437912
1417,16079300,1972,Coregonus,Laurentian Mixed Forest Province,3.125,17.98319997,464,Red Rock,204.208556,152.862555,0.258084856,-17,1.41706602
1421,18002000,1972,Coregonus,Laurentian Mixed Forest Province,0.466666667,25.60319996,1038,Borden,-11.2452147,-54.739658,0.221694588,-17,0.382992252
1429,29015600,1972,Coregonus,Laurentian Mixed Forest Province,1,19.81199997,2620,Plantagenet,-91.253542,66.582615,0.361116227,-17,0.693147181
1432,29018600,1972,Coregonus,Laurentian Mixed Forest Province,0.5,15.23999998,85,Emma,-93.9032776,25.432735,0.199236895,-17,0.405465108
1434,29024300,1972,Coregonus,Laurentian Mixed Forest Province,1.2,28.95599996,2239,Potato,-101.7770608,23.562747,0.237560897,-17,0.78845736
1440,31025500,1972,Coregonus,Laurentian Mixed Forest Province,10,20.72639997,156,Snaptail,25.718883,73.832807,0.170512913,-17,2.397895273
1444,31042200,1972,Coregonus,Laurentian Mixed Forest Province,0.5,25.90799996,271,Ruby,12.5888658,79.89329,0.156606014,-17,0.405465108
1447,31042900,1972,Coregonus,Laurentian Mixed Forest Province,15,17.67839997,306,Cutaway,19.689841,76.822914,0.236585106,-17,2.772588722
1449,31068700,1972,Coregonus,Laurentian Mixed Forest Province,0.833333333,15.23999998,288,Johnson,4.8348265,91.466935,0.270310649,-17,0.606135803
1451,31094500,1972,Coregonus,Laurentian Mixed Forest Province,4.5,NA,86,Haskell,21.6302197,78.565211,NA,-17,1.704748092
1453,38018000,1972,Coregonus,Laurentian Mixed Forest Province,6.083333333,21.33599997,893,Ogishkemuncie,198.865785,145.577954,0.256212234,-17,1.957744607
1455,38018700,1972,Coregonus,Laurentian Mixed Forest Province,20.66666667,28.95599996,134,Eddy,194.118,145.059,0.117499937,-17,3.075774981
1456,38036900,1972,Coregonus,Laurentian Mixed Forest Province,0.285714286,12.19199998,158,Hatchet,184.529,136.064,0.290796596,-17,0.251314429
1458,38038800,1972,Coregonus,Laurentian Mixed Forest Province,6,25.90799996,285,Spoon,188.0781421,143.488069,0.158590558,-17,1.945910149
1459,38040000,1972,Coregonus,Laurentian Mixed Forest Province,0.1,35.35679995,863,Ima,182.782,136.034,0.15329562,-17,0.09531018
1461,38040100,1972,Coregonus,Laurentian Mixed Forest Province,0.166666667,10.05839998,228,Alworth,182.051,134.404,0.386326776,-17,0.15415068
1463,38049100,1972,Coregonus,Laurentian Mixed Forest Province,37.66666667,16.76399997,262,Vera,179.7438101,140.362017,0.239992501,-17,3.654977903
1464,38051100,1972,Coregonus,Laurentian Mixed Forest Province,1,20.11679997,166,Jordan,180.3976853,135.364829,0.178430102,-17,0.693147181
1466,38052900,1972,Coregonus,Laurentian Mixed Forest Province,1,44.19599993,4819,Snowbank,171.689818,133.26981,0.188519495,-17,0.693147181
1469,38053000,1972,Coregonus,Laurentian Mixed Forest Province,21.55555556,9.143999986,337,Sucker,171.5758033,139.14869,0.468566525,-17,3.115981402
1471,38061900,1972,Coregonus,Laurentian Mixed Forest Province,9.375,13.71599998,652,Newfound,168.9618834,136.618797,0.368412556,-17,2.339399066
1474,38064000,1972,Coregonus,Laurentian Mixed Forest Province,9,35.66159995,383,Ojibway,162.8603325,128.173408,0.1240506,-17,2.302585093
1476,38064400,1972,Coregonus,Laurentian Mixed Forest Province,6.416666667,19.81199997,1307,Moose,166.639,133.811,0.303487339,-17,2.00372972
1481,38078200,1972,Coregonus,Laurentian Mixed Forest Province,6,16.76399997,4236,Garden,147.4075573,124.9713,0.481239577,-17,1.945910149
1483,48000200,1972,Coregonus,Laurentian Mixed Forest Province,2.7,10.97279998,132516,Mille Lacs,3.8456329,-65.489631,1.738799942,-17,1.30833282
1494,56075900,1972,Coregonus,Eastern Broadleaf Forest Province,2,14.63039998,1121,Franklin,-173.0275342,-13.110505,0.395498831,-17,1.098612289
1496,56078600,1972,Coregonus,Eastern Broadleaf Forest Province,0.125,16.76399997,4314,Pelican,-176.8264825,-7.179414,0.48343978,-17,0.117783036
1500,69000300,1972,Coregonus,Laurentian Mixed Forest Province,1.846153846,7.619999988,7628,Birch,140.0447471,104.48046,1.226443937,-17,1.045968555
1503,69007502,1972,Coregonus,Laurentian Mixed Forest Province,1.5,NA,0,South Hegman,135.0267286,137.570293,NA,-17,0.916290732
1515,73001500,1972,Coregonus,Eastern Broadleaf Forest Province,1.5,15.54479998,125,Otter,-36.759973,-163.877467,0.215100968,-17,0.916290732
1516,77003400,1972,Coregonus,Eastern Broadleaf Forest Province,7.5,20.42159997,178,Little Swan,-77.2574589,-95.82276,0.178860828,-17,2.140066163
1517,77015000,1972,Coregonus,Eastern Broadleaf Forest Province,3.846153846,17.98319997,2111,Sauk,-95.9803221,-111.786414,0.376925123,-17,1.578185369
1520,1007000,1973,Coregonus,Laurentian Mixed Forest Province,5.5,15.84959998,188,Round,25.0592406,-17.321353,0.233625991,-16,1.871802177
1527,3028600,1973,Coregonus,Eastern Broadleaf Forest Province,0.125,7.619999988,1916,Cotton,-151.5232995,12.101689,0.868248228,-16,0.117783036
1530,3050000,1973,Coregonus,Eastern Broadleaf Forest Province,0.166666667,9.753599985,540,Maud,-173.7988706,-1.924933,0.494235003,-16,0.15415068
1533,4003400,1973,Coregonus,Laurentian Mixed Forest Province,1,34.13759995,723,Rabideau,-59.592,93.493,0.151897837,-16,0.693147181
1535,4003800,1973,Coregonus,Laurentian Mixed Forest Province,17.55555556,18.28799997,1448,Andrusia,-70.998,73.208,0.337307446,-16,2.920769235
1538,4007900,1973,Coregonus,Laurentian Mixed Forest Province,6.8,17.67839997,1206,Wolf,-73.1928236,70.299703,0.333344943,-16,2.054123734
1540,4013000,1973,Coregonus,Laurentian Mixed Forest Province,7.3,23.16479996,6920,Bemidji,-85.0989922,79.234392,0.393729513,-16,2.116255515
1544,4014100,1973,Coregonus,Laurentian Mixed Forest Province,13,9.143999986,51,Carr,-88.507,72.421,0.292251216,-16,2.63905733
1546,4014200,1973,Coregonus,Laurentian Mixed Forest Province,3,12.19199998,578,Marquette,-89.7921938,71.091624,0.402167532,-16,1.386294361
1556,11012900,1973,Coregonus,Laurentian Mixed Forest Province,6,9.143999986,592,Lower Trelipe,-27.273,21.142,0.539441321,-16,1.945910149
1558,11014600,1973,Coregonus,Laurentian Mixed Forest Province,6.75,24.38399996,1232,Six Mile,-32.5579915,56.881788,0.242967244,-16,2.047692843
1560,11016300,1973,Coregonus,Laurentian Mixed Forest Province,24.66666667,21.33599997,139,Cooper,-37.0403657,18.415505,0.160931366,-16,3.245193133
1562,11020400,1973,Coregonus,Laurentian Mixed Forest Province,0.75,13.71599998,1381,Portage,-45.0385799,60.601274,0.444447987,-16,0.559615788
1570,15001000,1973,Coregonus,Laurentian Mixed Forest Province,2.666666667,29.56559996,306,Elk,-113.9939845,45.009909,0.141463259,-16,1.299282984
1574,16004100,1973,Coregonus,Laurentian Mixed Forest Province,49.16666667,34.44239995,2112,Pine,261.4024775,143.565377,0.196824915,-16,3.915350796
1579,16014100,1973,Coregonus,Laurentian Mixed Forest Province,150.5,19.81199997,497,Caribou,254.9876479,144.01563,0.238320158,-16,5.020585625
1580,16014700,1973,Coregonus,Laurentian Mixed Forest Province,21.33333333,24.38399996,352,Flour,247.835231,141.796975,0.17763589,-16,3.106080331
1588,16026800,1973,Coregonus,Laurentian Mixed Forest Province,6.166666667,32.91839995,219,Swan,238.7381988,130.632034,0.11686173,-16,1.969440647
1597,18004500,1973,Coregonus,Laurentian Mixed Forest Province,0.5,NA,68,Maple,-13.6731298,-48.184104,NA,-16,0.405465108
1598,18006900,1973,Coregonus,Laurentian Mixed Forest Province,1,17.37359997,128,Portage,-14.1653612,-39.189474,0.193603264,-16,0.693147181
1601,18035900,1973,Coregonus,Laurentian Mixed Forest Province,0.666666667,25.29839996,153,Star,-35.9159585,-15.828088,0.139020806,-16,0.510825624
1612,31024700,1973,Coregonus,Laurentian Mixed Forest Province,3,8.839199987,237,Lower Balsam,27.46,77.051,0.443888738,-16,1.386294361
1614,31025900,1973,Coregonus,Laurentian Mixed Forest Province,5.75,12.19199998,651,Balsam,22.9924511,80.678847,0.414305114,-16,1.909542505
1615,31034400,1973,Coregonus,Laurentian Mixed Forest Province,4.5,20.11679997,61,Hanson,20.1307007,68.586704,0.138922811,-16,1.704748092
1619,31057100,1973,Coregonus,Laurentian Mixed Forest Province,10.5,21.03119997,220,Loon,5.2835283,47.684742,0.183122462,-16,2.442347035
1622,31071700,1973,Coregonus,Laurentian Mixed Forest Province,2,20.72639997,959,Rice,2.3685826,45.56451,0.268491646,-16,1.098612289
1624,31072600,1973,Coregonus,Laurentian Mixed Forest Province,12.5,18.28799997,492,Bello,0.9434712,96.002802,0.257528361,-16,2.602689685
1625,31073900,1973,Coregonus,Laurentian Mixed Forest Province,17,19.20239997,265,Leighton,-3.0143003,43.773121,0.210114468,-16,2.890371758
1627,31077100,1973,Coregonus,Laurentian Mixed Forest Province,99.5,30.47999995,245,Hatch,-2.5788283,95.443228,0.129800558,-16,4.610157727
1629,31077300,1973,Coregonus,Laurentian Mixed Forest Province,4,13.10639998,235,Maple,-0.0903857,93.870452,0.298733239,-16,1.609437912
1635,31087400,1973,Coregonus,Laurentian Mixed Forest Province,0.5,19.81199997,45,Alice,-32.8737858,88.697209,0.130729864,-16,0.405465108
1642,38006600,1973,Coregonus,Laurentian Mixed Forest Province,8.5,3.352799995,307,T,195.9692956,105.937643,1.248466653,-16,2.251291799
1644,38016200,1973,Coregonus,Laurentian Mixed Forest Province,39.66666667,NA,47,Gift,198.4468561,150.402191,NA,-16,3.705408756
1645,38016300,1973,Coregonus,Laurentian Mixed Forest Province,4.666666667,9.143999986,45,Link,198.0046984,150.638232,0.283248039,-16,1.734601055
1646,38016600,1973,Coregonus,Laurentian Mixed Forest Province,25.4,24.38399996,178,Cherry,195.3806032,149.669054,0.149795943,-16,3.27336401
1648,38017200,1973,Coregonus,Laurentian Mixed Forest Province,25.33333333,21.33599997,174,Topaz,193.62,148.726,0.170225379,-16,3.270835564
1650,38020600,1973,Coregonus,Laurentian Mixed Forest Province,12,30.47999995,300,Hanson,196.7966464,150.070532,0.136541714,-16,2.564949357
1651,38021000,1973,Coregonus,Laurentian Mixed Forest Province,13.5,15.23999998,122,Ashdick,198.8420498,154.308414,0.218074553,-16,2.674148649
1654,38052900,1973,Coregonus,Laurentian Mixed Forest Province,0.333333333,44.19599993,4819,Snowbank,171.689818,133.26981,0.188519495,-16,0.287682072
1657,38064000,1973,Coregonus,Laurentian Mixed Forest Province,19.46666667,35.66159995,383,Ojibway,162.8603325,128.173408,0.1240506,-16,3.018797547
1659,38071400,1973,Coregonus,Laurentian Mixed Forest Province,8,15.84959998,50,Section Twelve,162.8750199,128.986234,0.167773821,-16,2.197224577
1665,56038300,1973,Coregonus,Eastern Broadleaf Forest Province,1,19.81199997,7827,Dead,-157.0651959,-32.498863,0.474756058,-16,0.693147181
1667,56038500,1973,Coregonus,Eastern Broadleaf Forest Province,0.125,28.65119996,4809,Star,-161.5679936,-27.919974,0.290650369,-16,0.117783036
1671,69000400,1973,Coregonus,Laurentian Mixed Forest Province,10.83333333,14.32559998,3429,White Iron,142.5901188,117.934568,0.534169456,-16,2.470920408
1675,69006400,1973,Coregonus,Laurentian Mixed Forest Province,57.5,13.71599998,96,Dry,138.3513073,128.880837,0.228212975,-16,4.069026754
1676,69008900,1973,Coregonus,Laurentian Mixed Forest Province,25.5,NA,131,Bear Trap,138.1332743,148.899284,NA,-16,3.277144733
1682,69010000,1973,Coregonus,Laurentian Mixed Forest Province,10.66666667,8.229599987,308,Boot,141.0871374,142.903452,0.509048255,-16,2.456735773
1684,69011500,1973,Coregonus,Laurentian Mixed Forest Province,10.33333333,21.94559997,2667,Bear Island,131.4485048,108.378189,0.327460029,-16,2.427748236
1690,69037800,1973,Coregonus,Laurentian Mixed Forest Province,13.05882353,14.63039998,49110,Vermilion,94.1395854,119.496746,1.017504372,-16,2.643250208
1694,69043401,1973,Coregonus,Laurentian Mixed Forest Province,1,NA,313.89,Sabin,107.069089,87.404573,NA,-16,0.693147181
1696,69043402,1973,Coregonus,Laurentian Mixed Forest Province,1,NA,277.96,Wynne,107.2484994,84.818074,NA,-16,0.693147181
1708,69061600,1973,Coregonus,Laurentian Mixed Forest Province,8.75,24.38399996,3396,Crane,92.9363514,165.460783,0.313066769,-16,2.277267285
1710,69061700,1973,Coregonus,Laurentian Mixed Forest Province,4.2,53.33999992,5680,Sand Point,90.926,174.39,0.1627549,-16,1.648658626
1714,69069300,1973,Coregonus,Laurentian Mixed Forest Province,0.666666667,39.31919994,14050,Namakan,75.0681995,183.419798,0.276894551,-16,0.510825624
1718,69074800,1973,Coregonus,Laurentian Mixed Forest Province,8.111111111,15.23999998,438,Kjostad,83.5681305,145.087714,0.30018125,-16,2.20949467
1729,69093300,1973,Coregonus,Laurentian Mixed Forest Province,7.666666667,10.66799998,375,Side,52.5478138,96.557915,0.412500815,-16,2.159484249
1731,69104000,1973,Coregonus,Laurentian Mixed Forest Province,28,NA,15,Little Dry,137.963,128.429,NA,-16,3.36729583
1738,4000700,1974,Coregonus,Laurentian Mixed Forest Province,8.666666667,15.23999998,1850,Kitchi,-60.0383084,77.989645,0.430336284,-15,2.268683541
1740,4003200,1974,Coregonus,Laurentian Mixed Forest Province,10.8,12.19199998,1350,Pimushe,-60.587,85.924,0.497174092,-15,2.468099531
1742,4003800,1974,Coregonus,Laurentian Mixed Forest Province,24.8,18.28799997,1448,Andrusia,-70.998,73.208,0.337307446,-15,3.250374492
1744,4004900,1974,Coregonus,Laurentian Mixed Forest Province,1.625,10.66799998,3565,Big,-68.1332002,79.340401,0.724322335,-15,0.965080896
1746,4007900,1974,Coregonus,Laurentian Mixed Forest Province,9.555555556,17.67839997,1206,Wolf,-73.1928236,70.299703,0.333344943,-15,2.356652314
1749,5001300,1974,Coregonus,Eastern Broadleaf Forest Province,0.2,5.791199991,1259,Little Rock,-36.7375364,-118.330955,1.028579512,-15,0.182321557
1760,11014300,1974,Coregonus,Laurentian Mixed Forest Province,16.75,13.71599998,3404,Boy,-33.2027562,34.182325,0.556890632,-15,2.876385516
1762,11017400,1974,Coregonus,Laurentian Mixed Forest Province,2,19.81199997,384,Girl,-40.289581,20.550603,0.223436689,-15,1.098612289
1765,11020100,1974,Coregonus,Laurentian Mixed Forest Province,3.454545455,18.28799997,5360,Woman,-42.533277,17.826904,0.46786977,-15,1.493925025
1768,11032000,1974,Coregonus,Laurentian Mixed Forest Province,47.66666667,13.41119998,213,Pillager,-59.5799626,-47.513774,0.28485724,-15,3.884994333
1769,16001900,1974,Coregonus,Laurentian Mixed Forest Province,0.666666667,10.66799998,411,Tom,273.194837,128.381333,0.422063163,-15,0.510825624
1774,16013900,1974,Coregonus,Laurentian Mixed Forest Province,14.41666667,39.62399994,1537,Clearwater,251.3128656,145.179712,0.158019307,-15,2.735449176
1784,18002800,1974,Coregonus,Laurentian Mixed Forest Province,2.428571429,16.45919997,486,Smith,-11.7803514,-59.989974,0.285266219,-15,1.232143681
1786,18009000,1974,Coregonus,Laurentian Mixed Forest Province,0.111111111,19.81199997,1154,Serpent,-17.2354139,-35.67482,0.294186767,-15,0.105360516
1791,18035800,1974,Coregonus,Laurentian Mixed Forest Province,9.5,NA,128,Bass,-36.6834415,-15.885235,NA,-15,2.351375257
1793,18036400,1974,Coregonus,Laurentian Mixed Forest Province,28.75,19.20239997,242,Clear,-40.2398308,-17.055606,0.205399002,-15,3.392829132
1795,18037600,1974,Coregonus,Laurentian Mixed Forest Province,1.75,12.19199998,459,Upper Cullen,-42.2097431,-25.779142,0.379645466,-15,1.011600912
1797,18037700,1974,Coregonus,Laurentian Mixed Forest Province,13.5,14.02079998,405,Middle Cullen,-42.8962737,-27.330649,0.319956518,-15,2.674148649
1798,18040300,1974,Coregonus,Laurentian Mixed Forest Province,14.5,11.88719998,469,Lower Cullen,-44.9332794,-28.787718,0.391483662,-15,2.740840024
1800,21009200,1974,Coregonus,Eastern Broadleaf Forest Province,0.222222222,12.19199998,2559,Mary,-138.8109326,-105.499926,0.583368021,-15,0.200670695
1807,29004800,1974,Coregonus,Laurentian Mixed Forest Province,5.75,25.90799996,488,Benedict,-74.281145,38.448754,0.181414112,-15,1.909542505
1810,29007700,1974,Coregonus,Laurentian Mixed Forest Province,7.2,10.66799998,636,Third Crow Wing,-87.5363219,7.996098,0.470740184,-15,2.104134154
1814,29015100,1974,Coregonus,Laurentian Mixed Forest Province,0.111111111,19.81199997,1770,Mantrap,-90.2426139,30.735896,0.327389689,-15,0.105360516
