"REC_NUM","ID","sex","age","subsection","season","TOTLNGTH","head","skull","humerus","ulna","wtkg"
515,35,"Male",8,NA,1,176,73,39,NA,NA,205.9
516,131,"Male",10,NA,1,174,65,36,NA,NA,149.8
517,78,"Female",5,1,1,141,51,32,NA,NA,60.63
518,431,"Female",1,1,1,89,32,22,NA,NA,16.29
519,429,"Female",1,1,1,88,36,22,NA,NA,15.38
520,129,"Male",12,NA,1,175,65,34,NA,NA,134.8
521,337,"Male",2,1,1,156,50,31,NA,NA,70.59
522,18,"Male",14,NA,1,NA,69,37,NA,NA,158.4
523,343,"Male",2,1,1,141,45,30,NA,NA,40.72
524,341,"Male",3,1,1,156,54,32,NA,NA,71.04
525,273,"Female",3,2,1,140,44,29,NA,NA,43.44
526,445,"Male",4,NA,1,172,60,33,NA,NA,102.7
527,127,"Female",12,1,1,167,54,35,NA,NA,64.25
528,503,"Male",1,1,1,122,42,22,NA,NA,31.22
529,501,"Female",1,1,1,97,37,21,NA,NA,19
531,143,"Female",8,2,1,153,52,32,NA,NA,60.63
532,443,"Female",1,2,1,84,32,20,NA,NA,9.05
533,441,"Female",1,2,1,77,33,20,NA,NA,9.05
535,10,"Female",14,1,1,167,60,35,NA,NA,140.3
539,511,"Male",1,1,1,80,35,20,NA,NA,12.67
540,513,"Female",1,1,1,96,37,20,NA,NA,19
541,515,"Male",1,1,1,84,37,22,NA,NA,17.65
542,201,"Female",3,1,1,142,52,32,NA,NA,63.35
543,139,"Female",9,2,1,147,48,32,NA,NA,52.49
544,407,"Male",1,2,1,87,36,22,NA,NA,13.57
545,409,"Female",1,2,1,86,34,22,NA,NA,12.22
546,411,"Female",1,2,1,89,34,23,NA,NA,11.76
547,25,"Female",17,1,1,182,52,33,NA,NA,96.83
551,39,"Female",6,1,1,159,53,31,NA,NA,88.69
555,125,"Female",6,1,1,148,54,32,NA,NA,79.64
558,237,"Female",8,1,1,154,53,31,NA,NA,60.63
562,241,"Female",7,1,1,154,52,31,NA,NA,68.78
565,162,"Female",8,1,1,150,49,30,NA,NA,66.06
569,199,"Female",4,1,1,139,49,31,NA,NA,68.78
571,149,"Female",14,1,1,143,52,33,NA,NA,95.48
575,117,"Female",4,1,1,155,53,32,NA,NA,73.3
578,74,"Female",5,1,1,160,53,32,NA,NA,95.93
579,76,"Female",5,1,1,144,49,33,NA,NA,55.2
582,333,"Female",4,1,1,153,51,32,NA,NA,64.25
819,433,"Male",2,1,4,137,51,30,32,26,77.38
820,443,"Female",2,2,4,104,32,25,31,20,20.36
821,441,"Female",2,2,4,98,37,25,23,20,19
822,273,"Female",4,2,4,NA,45,32,30,25,50.68
823,594,"Male",2,NA,4,123,44,27,NA,NA,44.8
824,584,"Male",3,NA,4,129,50,32,29,27,65.16
825,596,"Male",3,NA,4,139,53,31,NA,NA,71.49
826,411,"Female",2,2,4,109,37,26,22,21,21.27
827,409,"Female",2,2,4,112,38,26,20,19,21.72
828,437,"Female",2,1,4,123,48,26,23,20,47.06
831,503,"Male",2,1,4,149,48,30,27,27,54.3
832,527,"Male",1,1,4,106,40,27,20,18,26.24
833,457,"Male",4,NA,4,168,59,34,NA,28,114
834,129,"Male",13,NA,4,174,64,35,35,30,153.8
835,279,"Male",4,2,4,140,53,32,29,27,70.14
836,597,"Male",2,NA,4,132,48,28,NA,27,68.78
837,211,"Male",4,1,4,154,54,34,31,30,90.95
838,445,"Male",5,NA,4,165,59,35,33,31,116.7
839,35,"Male",9,NA,4,182,68,39,35,33,162.9
840,267,"Male",4,2,4,147,53,34,28,26,77.83
841,133,"Male",9,NA,1,182,71,38,36,31,164.3
842,335,"Male",6,NA,1,181,69,40,34,31,166.1
843,237,"Female",9,1,1,143,50,31,26,30,57.47
844,535,"Female",1,1,1,78,35,23,19,15,16.29
845,537,"Male",1,1,1,88,36,23,NA,16,19
846,455,"Male",5,NA,1,181,63,39,32,32,161.5
847,25,"Female",18,1,1,165,53,33,NA,NA,93.67
848,519,"Female",1,1,1,108,39,26,20,21,25.34
849,521,"Female",1,1,1,98,37,24,18,18,25.34
850,251,"Male",8,NA,1,166,66,36,34,31,139.4
851,78,"Female",6,1,1,131,53,32,30,28,74.21
852,429,"Female",2,1,1,114,41,27,22,22,36.2
853,431,"Female",2,1,1,108,41,27,22,20,34.39
854,501,"Female",2,1,1,123,43,28,23,25,42.99
855,241,"Female",8,1,1,153,54,33,31,27,68.78
856,541,"Female",1,1,1,96,36,23,18,18,18.1
857,76,"Female",6,1,1,139,53,33,28,26,57.47
858,561,"Female",1,1,1,81,35,20,15,15,11.76
859,563,"Female",1,1,1,90,36,23,18,17,16.29
860,125,"Female",7,1,1,135,52,33,NA,NA,88.24
861,529,"Male",1,1,1,97,39,23,20,20,28.05
862,531,"Female",1,1,1,93,39,23,18,19,24.89
863,162,"Female",9,1,1,144,49,31,26,26,67.87
864,543,"Male",1,1,1,97,37,23,20,17,20.81
865,545,"Male",1,1,1,92,36,22,18,17,17.65
866,547,"Female",1,1,1,88,34,21,18,17,16.74
867,10,"Female",15,1,1,162,57,34,32,28,101.8
868,505,"Male",1,1,1,103,40,27,20,19,28.51
869,507,"Female",1,1,1,95,40,24,21,19,23.53
870,509,"Female",1,1,1,99,38,24,22,19,22.62
871,581,"Female",5,NA,1,133,46,30,27,24,44.34
872,56,"Female",13,1,1,141,50,32,29,29,81.45
876,583,"Female",6,NA,1,146,47,31,27,25,62.44
881,143,"Female",9,2,1,142,52,33,32,29,73.3
885,615,"Female",9,NA,1,143,48,32,28,28,69.23
888,333,"Female",5,1,1,148,54,34,33,27,73.3
889,141,"Female",9,1,1,154,56,32,29,28,105.9
893,127,"Female",13,1,1,160,51,37,29,27,63.35
894,221,"Female",4,1,1,152,48,31,31,25,62.44
896,273,"Female",4,2,1,136,44,31,27,25,45.25
897,139,"Female",10,2,1,149,49,33,27,27,64.25
901,624,"Male",7,NA,1,185,63,36,34,30,158.4
903,625,"Female",4,NA,1,147,45,31,27,23,49.77
915,127,"Female",13,1,1,NA,NA,NA,NA,NA,62.44
1027,437,"Female",3,1,4,136,49,31,28,26,66.97
1028,509,"Female",2,1,4,123,44,30,26,24,43.44
1029,243,"Male",16,NA,4,179,67,38,38,31,161.1
1030,555,"Male",2,1,4,119,45,30,26,21,44.34
1031,654,"Male",3,NA,4,131,52,31,29,24,59.73
1033,541,"Female",2,1,4,123,45,29,23,20,39.82
1034,559,"Female",2,1,4,118,42,29,22,19,37.56
1035,666,"Female",2,1,4,125,46,28,32,24,49.77
1036,441,"Female",3,2,4,105,40,27,20,20,25.34
1037,563,"Female",2,1,4,123,45,28,23,21,41.63
1038,529,"Male",2,1,4,123,48,30,24,23,51.58
1039,133,"Male",10,NA,4,180,71,39,37,28,199.1
1040,531,"Female",2,1,4,126,44,27,26,22,43.44
1041,501,"Female",3,1,4,146,46,31,28,26,53.85
1042,651,"Female",2,NA,4,121,42,27,25,24,36.2
1043,411,"Female",3,2,4,130,43,29,24,23,39.82
1044,409,"Female",3,2,4,126,42,29,25,23,33.48
1045,305,"Male",4,1,4,157,55,35,30,29,105.4
1046,659,"Female",4,1,4,144,50,30,29,27,59.73
1047,56,"Female",14,1,4,153,52,33,29,27,73.76
1048,601,"Female",1,1,4,97,34,24,20,19,25.34
1049,603,"Female",1,1,4,93,37,23,18,15,21.72
1050,605,"Female",1,1,4,99,38,22,19,18,26.7
1051,515,"Male",3,1,4,150,53,32,27,23,77.83
1052,584,"Male",4,NA,4,143,56,34,32,26,79.19
1053,543,"Male",2,1,4,112,45,29,23,20,43.89
1054,557,"Male",2,1,4,119,43,30,25,20,39.82
1055,423,"Female",3,2,4,124,45,28,23,25,45.25
1056,76,"Female",7,1,4,148,52,33,30,28,89.59
1057,445,"Male",6,NA,1,160,59,37,30,28,102.3
1058,143,"Female",10,2,1,154,52,34,28,29,67.87
1059,613,"Female",1,2,1,95,33,22,18,18,16.29
1060,614,"Female",1,2,1,85,33,22,18,18,14.93
1061,652,"Male",6,NA,1,180,67,38,37,29,171.5
1062,133,"Male",10,NA,1,178,71,38,37,30,187.3
1063,139,"Female",11,2,1,151,50,32,27,26,60.18
1064,621,"Female",1,2,1,89,34,22,16,17,13.57
1065,622,"Male",1,2,1,88,34,23,17,16,12.67
1066,623,"Male",1,2,1,94,34,23,18,16,15.84
1067,535,"Female",2,1,1,111,40,27,22,19,27.6
1068,521,"Female",2,1,1,133,44,30,23,25,40.72
1069,267,"Male",5,2,1,162,56,35,30,30,94.57
1070,453,"Male",8,NA,1,180,65,34,NA,NA,131.2
1071,279,"Male",5,2,1,167,58,35,32,27,101.8
1072,596,"Male",4,NA,1,156,57,35,34,29,104.1
1073,507,"Female",2,1,1,127,42,29,27,24,30.32
1074,429,"Female",3,1,1,135,46,30,28,24,51.58
1075,141,"Female",10,1,1,154,53,33,29,27,73.76
1076,618,"Female",1,1,1,113,42,24,19,18,33.48
1077,619,"Male",1,1,1,112,42,26,18,17,31.22
1078,620,"Male",1,1,1,113,43,25,19,17,33.48
1079,615,"Female",10,NA,1,144,47,32,27,25,43.89
1080,610,"Female",1,NA,1,88,34,24,17,16,14.48
1081,616,"Male",1,NA,1,78,34,23,15,14,12.67
1082,617,"Female",1,NA,1,88,35,23,18,17,13.57
1083,583,"Female",7,NA,1,142,49,31,25,24,58.82
1084,607,"Female",1,1,1,90,34,23,17,15,15.38
1085,608,"Female",1,1,1,89,35,23,17,16,16.29
1086,609,"Male",1,1,1,92,35,24,18,17,17.19
1087,625,"Female",5,NA,1,141,49,32,26,23,64.25
1090,659,"Female",4,1,1,142,48,31,28,26,53.39
1091,221,"Female",5,1,1,144,51,33,32,21,69.68
1094,201,"Female",5,1,1,154,53,35,28,26,75.11
1097,162,"Female",10,1,1,150,51,31,29,27,84.16
1101,78,"Female",7,1,1,150,51,34,29,28,76.92
1105,590,"Female",8,1,1,142,50,31,26,26,57.47
1109,237,"Female",10,1,1,153,53,32,30,28,71.49
1113,25,"Female",19,1,1,164,52,32,30,28,99.1
1117,273,"Female",5,2,1,140,48,33,26,26,59.73
1119,661,"Female",8,2,1,151,51,32,30,27,76.92
1123,281,"Female",5,2,1,147,49,31,29,28,58.82
1126,241,"Female",9,1,1,152,55,35,29,28,83.71
1130,76,"Female",7,1,1,139,48,33,29,26,65.16
1134,125,"Female",8,1,1,156,53,32,30,26,93.21
1136,10,"Female",16,1,1,163,58,35,31,28,119.5
1140,333,"Female",6,1,1,151,53,34,29,26,78.28
1198,509,"Female",3,1,4,137,46,31,29,26,51.58
1269,139,"Female",12,2,4,155,52,32,NA,27,93.21
1270,521,"Female",3,1,4,142,49,32,NA,26,79.64
1271,666,"Female",3,1,4,138,49,31,26,25,74.66
1272,441,"Female",4,2,4,117,43,28,24,23,34.84
1273,141,"Female",11,1,4,165,56.5,34,NA,28,143
1274,507,"Female",3,1,4,124,49,32,28,25.5,61.54
1275,243,"Male",17,NA,4,175,68,37,NA,35,200.5
1276,756,"Male",4,NA,4,165,59,39,32,31,123.5
1277,56,"Female",15,1,4,157,53,33,29,27,119.9
1278,605,"Female",2,1,4,119,42,27,23,24,42.99
1279,760,"Female",8,2,4,158,56,32,NA,26,81.9
1280,409,"Female",4,2,4,135,45,32,26,25,47.96
1281,125,"Female",9,1,4,142,55.5,33.5,NA,28,100.5
1282,734,"Male",1,1,4,104,40.5,27,22,20.5,35.75
1283,531,"Female",3,1,4,140,46,31.5,27.5,26,51.58
1284,281,"Female",6,2,4,146,51,32,28,27,60.18
1285,726,"Male",1,2,4,84,34,24,18,17,16.74
1286,727,"Female",1,2,4,94,36,25,18,17,18.1
1288,431,"Female",4,1,4,143,49,32,27,26,71.49
1289,501,"Female",4,1,4,151,48,32,27,26,76.02
1290,273,"Female",6,2,4,145,46.5,32.5,27.5,26.5,58.82
1291,722,"Male",1,2,4,95,35,24.5,18.5,19.5,20.81
1292,621,"Female",2,2,4,113,38,26.5,21.5,21.5,28.05
1293,622,"Male",2,2,4,118,39,27.5,22,22,30.77
1294,623,"Male",2,2,4,123,40,27.5,23,22.5,31.67
1295,515,"Male",4,1,4,149,56,35.5,31,29.5,91.4
1297,603,"Female",2,1,4,113,41,27.5,21.5,20.5,35.29
1298,559,"Female",3,1,4,141,47.5,32,26.5,25.5,60.63
1299,551,"Female",3,1,4,132,48.5,30.5,25.5,25.5,60.18
1301,751,"Female",4,NA,4,143,47,30,26,24.5,50.68
1302,545,"Male",3,1,4,131,47,31,26.5,26.5,54.3
1303,437,"Female",4,1,4,153,53,31.5,NA,28.5,99.55
1304,583,"Female",8,NA,4,146,49.5,32,NA,26.5,95.02
1305,755,"Male",4,NA,1,151,51,35,28,27,59.73
1306,557,"Male",3,1,1,146,46,32,27,26,46.15
1307,613,"Female",2,2,1,111,42,29,21,21,34.84
1308,25,"Female",20,1,1,168,52,33,28,28,91.4
1309,719,"Male",1,1,1,99,39,27,19,19,30.77
1310,720,"Male",1,1,1,110,NA,NA,NA,NA,29.86
1311,721,"Female",1,1,1,101,35,25,18,18,24.89
1312,669,"Male",4,NA,1,149,54,37,30,28,85.97
1313,752,"Male",4,NA,1,148,51,34,29,27,68.33
1314,584,"Male",5,NA,1,159,60.5,34,32.5,30.5,94.57
1315,453,"Male",9,NA,1,174,64,34,33,32,119
1317,710,"Male",1,1,1,102,39,24,18,18,23.53
1318,712,"Female",1,1,1,88,35,24,17,18,19.46
1319,541,"Female",3,1,1,136,49,31.5,24,26,48.87
1320,758,"Male",3,NA,1,151,51,34,29,29,71.95
1321,267,"Male",6,2,1,173,62,36.5,33,32.5,145.7
1322,279,"Male",6,2,1,170,60,37,32,32,110
1323,543,"Male",3,1,1,139,49,31,27,27,62.44
1324,241,"Female",10,1,1,159,53.5,34.5,NA,27.5,79.19
1325,728,"Male",1,1,1,NA,37,25,17,17,18.55
1326,729,"Male",1,1,1,97,39,25,17,18,23.98
1327,730,"Male",1,1,1,93,37,25,17,16,19.46
1328,237,"Female",11,1,1,162,NA,NA,NA,NA,56.11
1329,716,"Male",1,1,1,99,NA,NA,NA,NA,21.72
1330,717,"Male",1,1,1,97,37,25,19,19,21.72
1331,563,"Female",3,1,1,138,46,31,25.5,24.5,47.96
1332,162,"Female",11,1,1,141,50,31,28,26,64.71
1333,56,"Female",15,1,1,156,53,34,28,27,92.76
1337,666,"Female",3,1,1,142,46.5,31.5,25.5,25,58.37
1340,445,"Male",7,NA,1,170,61.5,37.5,33.5,31,131.2
1341,139,"Female",12,2,1,148,49,33,26,26,68.33
1344,141,"Female",11,1,1,166,55,33,28,29,110.4
1348,333,"Female",7,1,1,154,52,34,29,28,66.97
1349,738,"Male",1,1,1,103,38,25,21,20,24.89
1350,739,"Female",1,1,1,102,NA,NA,NA,NA,18.55
1351,760,"Female",8,2,1,147,51.5,32,27.5,28,62.44
1355,201,"Female",6,1,1,157,54,35,29,29,70.59
1356,705,"Male",1,1,1,99,38,26,19,18,22.62
1357,706,"Male",1,1,1,NA,39,26,NA,NA,23.98
1358,437,"Female",4,1,1,150,51,32,28,27,77.83
1362,583,"Female",8,NA,1,141,49,32,27,27,77.83
1364,429,"Female",4,1,1,150,48,31.5,27,27,57.01
1366,659,"Female",5,1,1,151,50,32,29,28,62.9
1370,656,"Male",7,NA,1,179,62,37.5,33,32,119.5
1371,501,"Female",4,1,1,154,48,32,29.5,29,63.35
1372,431,"Female",4,1,1,140,47.5,32,27,27.5,55.2
1505,719,"Male",2,1,4,131,45.5,31.5,26.5,25,51.58
1506,721,"Female",2,1,4,119,39,29,22.5,23,35.75
1507,862,"Male",5,NA,4,161,57,34.5,31,31,109.5
1508,603,"Female",3,1,4,132,45,30,25.5,24.5,44.34
1509,712,"Female",2,1,4,119,40,27.5,23.5,23,33.48
1510,243,"Male",18,NA,4,190,68,38,35.5,34,205.9
1511,756,"Male",5,NA,4,177,63.5,39.5,34,33.5,137.6
1512,727,"Female",2,2,4,121,41,27,23,22,29.41
1514,509,"Female",4,1,4,138,48.5,33,28,28,71.04
1515,521,"Female",4,1,4,152,48.5,32.5,27.5,27.5,81
1516,755,"Male",5,NA,4,159,54,35.5,31,30,86.88
1517,557,"Male",4,1,4,156,49.5,34,28.5,28.5,66.06
1518,515,"Male",5,1,4,170,60,38,31,31,122.6
1519,429,"Female",5,1,4,151,50.5,33,29,29,78.73
1520,551,"Female",4,1,4,NA,50,31,27,27,87.78
1521,563,"Female",4,1,4,145,48,32,28,28,62.44
1522,441,"Female",5,2,4,125,42,30,25,26,35.29
1523,613,"Female",3,2,4,126,42,30,24,25,42.53
1524,445,"Male",8,NA,4,175,66,37.5,35.5,34,176
1525,860,"Male",4,NA,4,160,52,33,29,29,95.93
1526,858,"Male",3,NA,4,156,53,33,30,29,99.55
1527,861,"Male",4,NA,4,152,53,32,29,28,87.33
1528,763,"Male",5,NA,4,181,63,39,34,33,166.1
1529,853,"Female",5,1,4,148,47.5,31.5,27.5,26,58.82
1530,409,"Female",5,2,4,135,45,32,28,29,47.96
1531,869,"Female",6,NA,4,145,51,32,29,28,89.59
1532,545,"Male",4,1,4,144,47.5,32.5,28.5,28,67.87
1533,809,"Male",1,1,4,108,39,23,19,19,25.34
1535,501,"Female",5,1,4,163,51,33,31,31,110.9
1536,507,"Female",4,1,4,153,49,33,29,28,81.45
1537,453,"Male",10,NA,4,180,67,35,33,32,141.2
1538,729,"Male",2,1,1,132,47.5,29,25,23.5,54.3
1539,728,"Male",2,1,1,115,44,27.5,23,23,40.72
1540,855,"Male",3,NA,1,144,49,33,27,27,57.92
1542,726,"Male",2,2,1,119,39,27,23,22,31.67
1543,704,"Male",2,1,1,129,42,32,25,25,36.2
1544,716,"Male",2,1,1,130,43,28,25,24,39.82
1545,858,"Male",3,NA,1,151,53,32,30,28,90.5
1546,752,"Male",5,NA,1,158,54.5,35.5,29,28.5,87.78
1547,623,"Male",3,2,1,132,44,30.5,25.5,25.5,42.53
1548,734,"Male",2,1,1,136,46,30,27,26,54.3
1549,717,"Male",2,1,1,135,44,29,26,26,36.65
1550,738,"Male",2,1,1,141,47.5,31,26,25.5,50.68
1551,739,"Female",2,1,1,120,41,27.5,23.5,22.5,31.22
1552,867,"Male",3,NA,1,146,49,34,29,28,57.92
1553,706,"Male",2,1,1,131,46,32,25,24,48.87
1554,621,"Female",3,2,1,124,42,29,23,24,41.63
1556,856,"Male",4,NA,1,156,52.5,34.5,30.5,30,81
1557,722,"Male",2,2,1,122,42,30,24,24,42.08
1558,431,"Female",5,1,1,143,47,32,28,28,52.49
1559,821,"Male",1,1,1,89,NA,NA,NA,NA,15.38
1560,822,"Female",1,1,1,87,NA,NA,NA,NA,14.48
1561,139,"Female",13,2,1,145,49,32,28,27,65.16
1562,806,"Male",1,2,1,94,35,25,18,9,17.65
1563,807,"Female",1,2,1,95,34,24,18,9.5,17.19
1564,666,"Female",4,1,1,133,50,31,26,13,63.35
1565,804,"Male",1,1,1,79,31,24,17,9,12.67
1566,805,"Female",1,1,1,76,33,23,16,NA,11.31
1567,267,"Male",7,2,1,180,66,39,35,33,175.1
1568,852,"Male",3,NA,1,145,49,32,28,27,75.11
1569,871,"Female",5,1,1,132,49.5,30.5,28.5,27,66.06
1570,823,"Male",1,1,1,100,38,25.5,20,20,26.24
1571,824,"Female",1,1,1,90,35,23,18,17.5,17.65
1572,56,"Female",16,1,1,147,51.5,33.5,29,29.5,68.33
1573,801,"Male",1,1,1,98,37,25.5,20,20,23.53
1574,802,"Male",1,1,1,99,36,25,19.5,19.5,21.27
1575,803,"Female",1,1,1,94,36,25,19.5,19.5,21.27
1576,656,"Male",8,NA,1,175,63,39,33.5,33,140.3
1577,857,"Male",6,NA,1,162,55,35,31.5,32,88.69
1578,659,"Female",6,1,1,141,49.5,32,30,28,58.82
1579,818,"Male",1,1,1,83,32,22,17,17,9.729
1580,819,"Male",1,1,1,86,33,22.5,16.5,17,10.41
1581,820,"Female",1,1,1,91,33,22,17,17,11.76
1582,437,"Female",5,1,1,147,51,32,28,28,71.49
1583,814,"Male",1,1,1,97,38,24.5,18,18,21.49
1584,815,"Male",1,1,1,96,36.5,24,17.5,17,16.74
1585,816,"Female",1,1,1,85,35,23,16,16.5,14.03
1586,810,"Male",1,1,1,101,38,25,18.5,19,22.4
1587,760,"Female",9,2,1,144,52,33,27,27,52.04
1588,811,"Female",1,2,1,74,31,23,16,16,8.145
1589,812,"Female",1,2,1,80,31,22.5,17,16.5,7.692
1590,813,"Female",1,2,1,78,30,22,15,15,5.882
1592,501,"Female",5,1,1,155,51,32.5,29.5,30,95.48
1594,78,"Female",9,1,1,154,52,35,30.5,29.5,87.78
1598,869,"Female",6,NA,1,149,51,32,28,28,74.66
1600,333,"Female",8,1,1,155,53,33.5,30,29.5,87.78
1604,521,"Female",4,1,1,153,47.5,32.5,27.5,27,62.44
1607,509,"Female",4,1,1,147,46,32.5,28,28,55.66
1613,201,"Female",7,1,1,152,53,36,29,28.5,91.4
1617,273,"Female",7,2,1,143,47,32.5,28,27.5,61.54
1620,409,"Female",5,2,1,142,45,33,26.5,27,40.72
1621,281,"Female",7,2,1,146,50,32.5,28,28,58.82
1624,241,"Female",11,1,1,167,52.5,34.5,29,28.5,85.52
1628,551,"Female",4,1,4,NA,NA,NA,NA,NA,87.78
1629,813,"Female",1,2,1,NA,NA,NA,NA,NA,5.882
1678,603,"Female",4,1,4,135,49.5,30,26,25.5,74.21
1679,802,"Male",2,1,4,129,44,30,24.5,24.5,52.04
1680,822,"Female",2,1,4,113,41,26,20,21,30.32
1681,821,"Male",2,1,4,112,41,26.5,23,22,37.1
1682,716,"Male",3,1,4,146,48,31,27,26,73.3
1683,712,"Female",3,1,4,127,43.5,29.5,25.5,24.5,46.15
1684,756,"Male",6,NA,4,182,67,41.5,36.5,35,169.2
1685,243,"Male",19,NA,4,190,69,38.5,34,33.5,221.3
1686,738,"Male",3,1,4,167,53,35,28.5,29.5,79.64
1687,867,"Male",4,NA,4,162,55.5,35,30,30.5,79.64
1688,441,"Female",6,2,4,128,45.5,30,26.5,27,42.53
1689,807,"Female",2,2,4,108,37.5,26,21.5,22,28.05
1690,853,"Female",6,1,4,146,49,31,27,26,58.82
1691,763,"Male",6,NA,4,179,64.5,37.5,35,34,188.2
1692,621,"Female",4,2,4,142,47,31.5,25.5,25.5,61.09
1693,726,"Male",3,2,4,140,48,31,26,26,66.97
1694,739,"Female",3,1,4,134,44,29,25,25,51.58
1695,941,"Male",2,NA,4,121,40.5,27.5,23,22,38.91
1696,563,"Female",5,1,4,143,51.5,32,29,29,93.21
1697,453,"Male",11,NA,4,183,70,35.5,33.5,32.5,173.3
1698,824,"Female",2,1,4,114,41,27,21.5,22,32.58
1699,734,"Male",3,1,1,150,49.5,33.5,28,28.5,68.78
1700,819,"Male",2,1,1,106,39,26.5,20.5,21.5,21.27
1701,904,"Male",1,NA,1,86,37,24,18,19,17.65
1702,729,"Male",3,1,1,147,53,33,29,28,79.64
1703,704,"Male",3,1,1,135,45,33,28,27,52.04
1704,862,"Male",6,NA,1,162,59,37,32,30,112.7
1705,856,"Male",5,NA,1,160,54.5,36,32,30.5,108.1
1706,201,"Female",8,1,1,162,55,37,29,30,78.28
1707,914,"Male",1,1,1,98,37,26,19,18,17.65
1708,915,"Female",1,1,1,84,35,23,17,16,14.93
1710,507,"Female",5,1,1,148,49,32.5,28.5,29,61.54
1711,912,"Male",1,1,1,95,36,24,18,17,16.52
1712,913,"Female",1,1,1,89,33,24,17,18,15.16
1713,281,"Female",8,2,1,153,50,32,28,29,56.56
1714,920,"Male",1,2,1,81,32,22,16,17,10.86
1715,820,"Female",2,1,1,111,39,26,21,21,26.24
1716,267,"Male",8,2,1,174,65.5,40.5,33.5,33.5,190
1717,823,"Male",2,1,1,121,43.5,28,24,23.5,36.2
1718,333,"Female",9,1,1,158,54.5,35,29,28,85.52
1719,905,"Female",1,1,1,91,36,24,19,18,19.91
1720,907,"Male",1,1,1,85,36,24,18,17,19.46
1721,722,"Male",3,2,1,133,48,31.5,27.5,28,60.63
1724,855,"Male",4,NA,1,159,56.5,NA,29,29,101.8
1725,755,"Male",6,NA,1,NA,NA,NA,NA,NA,124.4
1726,273,"Female",8,2,1,145,48,33,28,27,64.25
1727,917,"Male",1,2,1,92,35,25,17,17,15.84
1728,918,"Female",1,2,1,88,35,25,18,18,16.74
1729,521,"Female",5,1,1,149,50,33,28,27,83.26
1730,908,"Male",1,1,1,86,36,24,16,16,15.84
1731,909,"Male",1,1,1,93,35,24,18,18,19.46
1732,437,"Female",6,1,1,146,52,32,28,28,87.78
1736,721,"Female",3,1,1,141,44,31,25,26,55.2
1737,857,"Male",7,NA,1,159,56,35,32,33,90.5
1738,613,"Female",4,2,1,135,45,31,26,26,56.56
1739,603,"Female",4,1,1,134,48,31.5,27,25.5,63.35
1740,56,"Female",17,1,1,157,51,34.5,29.5,28.5,99.1
1743,717,"Male",3,1,1,147,50,32,28,29,65.61
1744,78,"Female",10,1,1,151,52,35,31,29,81.9
1745,901,"Male",1,1,1,94,36,24,18,18,19.46
1746,902,"Female",1,1,1,86,35,23,17,16,16.29
1747,903,"Female",1,1,1,84,36,25,17,18,15.84
1748,509,"Female",5,1,1,149,49,33,29,28.5,70.14
1752,563,"Female",5,1,1,151,50.5,33,29,28.5,78.28
1754,760,"Female",10,2,1,146,53,32.5,28.5,28,58.82
1758,139,"Female",14,2,1,143,49,33,27,27,61.99
1761,441,"Female",6,2,1,129,46,30.5,26.5,26,39.82
1762,659,"Female",7,1,1,154,52,33,29,29,81.45
1766,853,"Female",6,1,1,143,48,31,26,27,56.56
1767,431,"Female",6,1,1,147,48,33,27,27,65.61
1789,867,"Male",5,NA,4,167,59,38,31,33,99.55
1790,853,"Female",7,1,4,145,50,32,27,28,89.14
1792,755,"Male",7,NA,4,166,60,38,32,32,115.8
1793,820,"Female",3,1,4,131,44,28,26,25,45.7
1794,823,"Male",3,1,4,139,49,31,25,27,53.39
1795,908,"Male",2,1,4,128,44,29,23,22,40.72
1796,912,"Male",2,1,4,133,46,30,25,24,39.37
1797,917,"Male",2,2,4,127,43,30,22,23,42.53
1798,738,"Male",4,1,4,172,61,39,32,34,133.5
1799,763,"Male",7,NA,4,184,66,42,31,34,187.8
1800,243,"Male",20,NA,4,181,68,39,32,33,194.6
1801,726,"Male",4,2,4,162,53,34,30,30,97.29
1802,704,"Male",4,1,4,165,53,37,31,32,101.8
1803,821,"Male",3,1,4,146,50,32,28,27,57.92
1804,915,"Female",2,1,4,115,43,28,23,22,32.58
1805,913,"Female",2,1,4,116,42,27,22,23,33.48
1807,918,"Female",2,2,4,126,43,28,22,22,35.29
1808,824,"Female",3,1,4,131,47,30,26,25,47.51
1809,905,"Female",2,1,4,125,43,28,24,23,47.06
1810,909,"Male",2,1,4,126,43,29,24,23,47.06
1811,716,"Male",4,1,4,161,56,36,31,30,104.5
1812,855,"Male",5,NA,4,179,60,38,32,29,137.6
1813,717,"Male",4,1,1,166,53,34,30,31,79.19
1814,920,"Male",2,2,1,110,42,26,22,22,34.39
1815,722,"Male",4,2,1,152,57,35,32,31,97.74
1816,914,"Male",2,1,4,133,50,30,25,26,50.68
1816,734,"Male",4,1,1,155,54,36,30,30,93.67
1817,78,"Female",11,1,1,155,56,34,30,31,108.6
1818,901,"Male",2,1,1,128,47,32,24,24,47.06
1819,902,"Female",2,1,1,120,43,29,23,23,35.29
1820,903,"Female",2,1,1,117,45,29,24,24,39.82
1821,267,"Male",9,2,1,188,68,39,34,32,202.7
1822,802,"Male",3,1,1,152,50,35,30,29,90.05
1823,437,"Female",7,1,1,154,53,33,28,28,90.5
1824,1001,"Male",1,1,1,105,40,25,20,20,33.48
1825,1002,"Female",1,1,1,99,38,24,18,19,26.7
1826,1003,"Female",1,1,1,99,37,24,18,19,24.43
