Route,Lat,Lon
500128,45.358398,-94.526802
500128,45.362202,-94.531998
500128,45.369202,-94.534103
500128,45.393398,-94.574799
500128,45.407902,-94.577202
500128,45.418999,-94.578903
500129,45.496498,-93.692001
500129,45.492802,-93.703796
500129,45.496101,-93.7267
500129,45.524101,-93.734703
500129,45.536999,-93.685898
500129,45.558899,-93.651901
500129,45.580601,-93.646896
500129,45.601501,-93.653702
500129,45.640499,-93.6987
500129,45.648399,-93.679001
500130,45.0686,-92.8162
500130,45.062901,-92.829002
500130,45.071602,-92.835197
500130,45.085899,-92.849197
500130,45.104,-92.858002
500130,45.123199,-92.843697
500130,45.122101,-92.832199
500130,45.1301,-92.818497
500130,45.106899,-92.813202
500130,45.098301,-92.812302
500132,44.9426,-95.289497
500132,44.9132,-95.289597
500132,44.890999,-95.2845
500132,44.848701,-95.280602
500132,44.804001,-95.279503
500132,44.784901,-95.279404
500132,44.7575,-95.2799
500132,44.746899,-95.279198
500132,44.7057,-95.279503
500132,44.696201,-95.279099
500133,44.8554,-94.051697
500133,44.8498,-94.051102
500133,44.843601,-94.057198
500133,44.8335,-94.040398
500133,44.808601,-94.021004
500133,44.799099,-94.019798
500133,44.800301,-94.002502
500133,44.772202,-93.981102
500133,44.760601,-93.948997
500133,44.718201,-93.948601
500134,44.217899,-93.453697
500134,44.215,-93.464798
500134,44.205399,-93.464798
500134,44.178699,-93.4674
500134,44.159599,-93.466698
500134,44.138699,-93.467102
500134,44.127201,-93.467003
500134,44.116199,-93.476898
500134,44.106499,-93.483299
500134,44.0989,-93.482803
500135,44.4468,-92.848198
500135,44.449699,-92.865898
500135,44.449402,-92.881104
500135,44.451302,-92.905998
500135,44.4422,-92.910301
500135,44.414001,-92.925903
500135,44.3946,-92.921898
500135,44.3825,-92.927002
500135,44.3703,-92.929199
500135,44.357399,-92.932098
500138,43.575401,-95.191399
500138,43.522499,-95.193001
500138,43.5518,-95.140701
500138,43.551498,-95.125298
500138,43.5224,-95.092102
500138,43.538898,-95.077698
500138,43.660599,-95.033096
500138,43.674702,-95.076103
500138,43.674099,-95.0942
500138,43.684299,-95.094597
500140,43.9888,-93.936401
500140,43.980598,-93.938202
500140,43.9715,-93.939102
500140,43.9533,-93.938499
500140,43.9394,-93.938499
500140,43.8983,-93.947998
500140,43.877399,-93.944702
500140,43.873798,-93.933296
500140,43.865101,-93.935204
500140,43.848499,-93.938698
500141,43.709999,-93.134102
500141,43.665699,-93.129204
500141,43.660999,-93.092102
500141,43.642101,-93.0905
500141,43.629299,-93.088303
500141,43.619202,-93.088402
500141,43.600601,-93.0886
500141,43.583302,-93.088303
500141,43.565899,-93.088402
500141,43.552601,-93.089104
500173,47.510899,-92.1138
500173,47.497002,-92.089996
500173,47.486,-92.061203
500173,47.471699,-92.030296
500173,47.469101,-92.0299
500173,47.460602,-92.027496
500173,47.436001,-92.022499
500173,47.3992,-92.0224
500173,47.3885,-92.0112
500173,47.3717,-92.012802
500180,44.823898,-93.224701
500180,44.828602,-93.227402
500180,44.825001,-93.2164
500180,44.847401,-93.190399
500180,44.853199,-93.181702
500180,44.863899,-93.179901
500180,44.882999,-93.171204
500180,44.882999,-93.178398
500180,44.875099,-93.191498
500180,44.871399,-93.194298
500185,45.793499,-96.129097
500185,45.768002,-96.078201
500185,45.760601,-96.072502
500185,45.759399,-96.036598
500185,45.763901,-96.025902
500185,45.780701,-96.026398
500185,45.7882,-96.050598
500185,45.7887,-96.103897
500185,45.797798,-96.109703
500185,45.805801,-96.069901
500191,45.007099,-93.551399
500191,45.0019,-93.553398
500191,45.002499,-93.577003
500191,45.002701,-93.611504
500191,45.009201,-93.644203
500191,45.029999,-93.631798
500191,45.019199,-93.629898
500191,45.025398,-93.629097
500191,45.009201,-93.611702
500191,45.039101,-93.613701
500194,47.4007,-94.679604
500194,47.402199,-94.677597
500194,47.404598,-94.676697
500194,47.4039,-94.681297
500194,47.404499,-94.697403
500194,47.401199,-94.697098
500194,47.397598,-94.696999
500194,47.379601,-94.719498
500194,47.382301,-94.726303
500194,47.3783,-94.726097
500195,46.1077,-94.386101
500195,46.1077,-94.394402
500195,46.119999,-94.430702
500195,46.132599,-94.4263
500195,46.142799,-94.424698
500195,46.166199,-94.478699
500195,46.165798,-94.394699
500195,46.133801,-94.403999
500195,46.125401,-94.382202
500195,46.1222,-94.371399
500196,45.123901,-93.271103
500196,45.133598,-93.298897
500196,45.143902,-93.300903
500196,45.149502,-93.310204
500196,45.161598,-93.296997
500196,45.200901,-93.287201
500196,45.211498,-93.283096
500196,45.213501,-93.278099
500196,45.217499,-93.276001
500196,45.212502,-93.266899
500197,47.466,-94.582703
500197,47.4935,-94.5868
500197,47.509899,-94.592102
500197,47.527802,-94.587799
500197,47.541,-94.601097
500197,47.551102,-94.596199
500197,47.565102,-94.621696
500197,47.5769,-94.618103
500197,47.585098,-94.618301
500197,47.586399,-94.599602
500204,48.593899,-95.947098
500204,48.580299,-95.946602
500204,48.520802,-95.945099
500204,48.5112,-95.944801
500204,48.4907,-95.949203
500204,48.4725,-95.943802
500204,48.471401,-95.921997
500204,48.466499,-95.885399
500204,48.460701,-95.843597
500204,48.4674,-95.821999
500205,48.2216,-95.906601
500205,48.2216,-95.918198
500205,48.207001,-95.933296
500205,48.207199,-95.947098
500205,48.207001,-95.959503
500205,48.208401,-95.9804
500205,48.1936,-96.022202
500205,48.208401,-96.122902
500205,48.2103,-96.136299
500205,48.2099,-96.147697
500208,48.209,-92.808899
500208,48.207901,-92.794502
500208,48.208099,-92.783203
500208,48.2033,-92.768799
500208,48.198299,-92.758598
500208,48.188999,-92.754204
500208,48.183701,-92.7472
500208,48.184502,-92.720596
500208,48.1856,-92.704903
500208,48.1814,-92.6698
500209,47.939701,-91.476997
500209,47.973,-91.442398
500209,47.966202,-91.458
500209,47.9571,-91.4786
500209,47.9571,-91.504097
500209,47.958599,-91.547096
500209,47.9575,-91.567398
500209,47.959,-91.591904
500209,47.957001,-91.632698
500209,47.9537622,-91.5070775
500209,47.950298,-91.6474
500214,47.672699,-95.446999
500214,47.6642,-95.447197
500214,47.652901,-95.4459
500214,47.652901,-95.461403
500214,47.644299,-95.470596
500214,47.637501,-95.475098
500214,47.631901,-95.480202
500214,47.620602,-95.490601
500214,47.614899,-95.490601
500214,47.6031,-95.490799
500215,47.299702,-94.114304
500215,47.292599,-94.104897
500215,47.286301,-94.087196
500215,47.282299,-94.077103
500215,47.275101,-94.0597
500215,47.275501,-94.048698
500215,47.2747,-94.0243
500215,47.269699,-93.9935
500215,47.2701,-93.9804
500215,47.274399,-94.019402
500216,47.3228,-93.194504
500216,47.287498,-93.201401
500216,47.275799,-93.2015
500216,47.2309,-93.190804
500216,47.188999,-93.153503
500216,47.1749,-93.151703
500216,47.1614,-93.140503
500216,47.157501,-93.135101
500216,47.154999,-93.129898
500216,47.147202,-93.1297
500217,47.848801,-92.837502
500217,47.830002,-92.827599
500217,47.828999,-92.815498
500217,47.826199,-92.803101
500217,47.819599,-92.809898
500217,47.805,-92.805603
500217,47.805698,-92.781502
500217,47.797699,-92.785004
500217,47.790901,-92.780701
500217,47.791302,-92.740601
500218,47.500301,-91.897903
500218,47.501801,-91.919197
500218,47.494099,-91.965897
500218,47.484798,-91.987099
500218,47.4884,-92.008003
500218,47.490101,-92.018799
500218,47.487,-92.025101
500218,47.487598,-92.036301
500218,47.484001,-92.0504
500218,47.485199,-92.058899
500219,47.8022,-90.275497
500219,47.803001,-90.250999
500219,47.810299,-90.224998
500219,47.818199,-90.203903
500219,47.818298,-90.180801
500219,47.829399,-90.180702
500219,47.8339,-90.148201
500219,47.8288,-90.133904
500219,47.817699,-90.115097
500219,47.827702,-90.1036
500221,46.120701,-95.935898
500221,46.1115,-95.936203
500221,46.099701,-95.935799
500221,46.091099,-95.940002
500221,46.0769,-95.935997
500221,46.0648,-95.923203
500221,46.060501,-95.915703
500221,46.0322,-95.914497
500221,46.019798,-95.914299
500221,45.995499,-95.9142
500222,46.144402,-94.756104
500222,46.153301,-94.757797
500222,46.159199,-94.7528
500222,46.168999,-94.759003
500222,46.1665,-94.769997
500222,46.184101,-94.7976
500222,46.186001,-94.808197
500222,46.206799,-94.8116
500222,46.210201,-94.8256
500222,46.208401,-94.843002
500223,46.548599,-93.966301
500223,46.555199,-93.990196
500223,46.571301,-94.027802
500223,46.573601,-94.034897
500223,46.5662,-94.040802
500223,46.563801,-94.043404
500223,46.560501,-94.049896
500223,46.495998,-94.099098
500223,46.486401,-94.151497
500223,46.482498,-94.166901
500224,46.895199,-92.401497
500224,46.894798,-92.391098
500224,46.894699,-92.385803
500224,46.8946,-92.378601
500224,46.883999,-92.365097
500224,46.8526,-92.364799
500224,46.847099,-92.364799
500224,46.8382,-92.364799
500224,46.8097,-92.364899
500224,46.7691,-92.364799
500226,45.523102,-96.4739
500226,45.500301,-96.467499
500226,45.5,-96.451302
500226,45.4995,-96.445801
500226,45.4991,-96.418198
500226,45.4538,-96.369003
500226,45.442001,-96.364197
500226,45.4422,-96.351601
500226,45.427601,-96.343201
500226,45.426102,-96.326698
500227,45.0214,-95.464996
500227,45.040401,-95.431396
500227,45.0495,-95.431801
500227,45.065399,-95.3769
500227,45.0737,-95.370201
500227,45.091702,-95.370003
500227,45.0975,-95.350098
500227,45.119499,-95.350098
500227,45.138199,-95.288696
500227,45.1343,-95.267403
500228,45.109402,-94.517601
500228,45.108101,-94.522903
500228,45.106499,-94.527496
500228,45.1003,-94.532097
500228,45.091801,-94.531502
500228,45.081001,-94.5392
500228,45.081001,-94.556999
500228,45.076199,-94.564201
500228,45.060799,-94.585403
500228,45.042198,-94.615601
500229,45.549,-93.521202
500229,45.550701,-93.530899
500229,45.558998,-93.552399
500229,45.5697,-93.5789
500229,45.546101,-93.5942
500229,45.5359,-93.6165
500229,45.5308,-93.634201
500229,45.529598,-93.654999
500229,45.525002,-93.6549
500229,45.516102,-93.653801
500229,45.544399,-93.472603
500229,45.5149,-93.661102
500230,45.2644,-92.973999
500230,45.2533,-92.977402
500230,45.243698,-92.977699
500230,45.239201,-92.9674
500230,45.2388,-92.938698
500230,45.246799,-92.937698
500230,45.253601,-92.942802
500230,45.267399,-92.937698
500230,45.263901,-92.942001
500230,45.2579,-92.9515
500232,44.180199,-95.016296
500232,44.179798,-95.036301
500232,44.180401,-95.120201
500232,44.180698,-95.161003
500232,44.180199,-95.1875
500232,44.180401,-95.218201
500232,44.163101,-95.2202
500232,44.166,-95.238998
500232,44.152,-95.267303
500232,44.152199,-95.2929
500233,44.663101,-94.7314
500233,44.6586,-94.726303
500233,44.6586,-94.712502
500233,44.6586,-94.695602
500233,44.645699,-94.690598
500233,44.6231,-94.670097
500233,44.5989,-94.629204
500233,44.5881,-94.629303
500233,44.585899,-94.625
500233,44.585899,-94.614799
500234,44.3368,-93.441002
500234,44.325199,-93.443298
500234,44.316799,-93.443703
500234,44.3088,-93.443604
500234,44.303699,-93.448097
500234,44.300301,-93.459198
500234,44.292702,-93.464897
500234,44.2873,-93.4636
500234,44.281898,-93.464302
500234,44.281502,-93.442497
500235,44.305801,-92.761398
500235,44.312,-92.761398
500235,44.358898,-92.762802
500235,44.372101,-92.760597
500235,44.381802,-92.762001
500235,44.400902,-92.763
500235,44.418999,-92.768898
500235,44.430801,-92.771004
500235,44.456001,-92.759499
500235,44.4921,-92.755699
500238,43.818401,-95.325203
500238,43.808102,-95.376404
500238,43.7841,-95.376198
500238,43.7747,-95.376099
500238,43.7379,-95.375603
500238,43.731701,-95.347801
500238,43.743401,-95.315002
500238,43.769199,-95.315002
500238,43.767899,-95.299599
500238,43.781101,-95.315201
500239,43.791,-94.8946
500239,43.804699,-94.910599
500239,43.818901,-94.941597
500239,43.8186,-94.9557
500239,43.8623,-94.9988
500239,43.8629,-95.039001
500239,43.8717,-95.038803
500239,43.9122,-95.0589
500239,43.9342,-95.060097
500239,43.9932,-95.0594
500239,43.856098,-95.019897
500239,43.917999,-95.100403
500239,43.934601,-95.085899
500239,43.9781,-95.075401
500240,43.8992,-93.250198
500240,43.906399,-93.258003
500240,43.906502,-93.248901
500240,43.906399,-93.239197
500240,43.906502,-93.229401
500240,43.901299,-93.225899
500240,43.894699,-93.226097
500240,43.887798,-93.225998
500240,43.8811,-93.205902
500240,43.888302,-93.206001
500241,43.864101,-93.381699
500241,43.8549,-93.386902
500241,43.848701,-93.367104
500241,43.828701,-93.348801
500241,43.802399,-93.308296
500241,43.785801,-93.331001
500241,43.778999,-93.328499
500241,43.7486,-93.309998
500241,43.737999,-93.293098
500241,43.7388,-93.280098
500242,43.679699,-91.588097
500242,43.681599,-91.564598
500242,43.680698,-91.559799
500242,43.682201,-91.555801
500242,43.6828,-91.552498
500242,43.665798,-91.5308
500242,43.6716,-91.5839
500242,43.669498,-91.587502
500242,43.648201,-91.613998
500242,43.640099,-91.613297
500271,48.265499,-95.981201
500271,48.285999,-95.980797
500271,48.299999,-95.983398
500271,48.312099,-95.960098
500271,48.309399,-95.934303
500271,48.320999,-95.8955
500271,48.359299,-95.916
500271,48.368401,-95.945
500271,48.370201,-95.884201
500271,48.397301,-95.883301
500273,47.7915,-91.319199
500273,47.781601,-91.3284
500273,47.777302,-91.335999
500273,47.774799,-91.344002
500273,47.77,-91.359001
500273,47.766499,-91.371002
500273,47.762699,-91.384903
500273,47.754101,-91.392601
500273,47.744801,-91.416702
500273,47.740898,-91.4524
500280,45.2244,-92.770302
500280,45.223598,-92.776802
500280,45.228298,-92.792503
500280,45.217499,-92.787201
500280,45.219101,-92.793198
500280,45.217499,-92.774498
500280,45.227901,-92.774399
500280,45.223999,-92.758301
500280,45.217098,-92.759598
500280,45.216202,-92.7939
500291,44.867699,-93.705101
500291,44.885601,-93.714401
500291,44.885399,-93.704697
500291,44.895199,-93.685303
500291,44.876499,-93.657402
500291,44.877701,-93.665901
500291,44.879902,-93.673599
500291,44.879002,-93.679199
500291,44.886902,-93.682297
500291,44.882,-93.687202
500295,46.252701,-94.407303
500295,46.253101,-94.417999
500295,46.253799,-94.432701
500295,46.2528,-94.446098
500295,46.266701,-94.453903
500295,46.307098,-94.438904
500295,46.309898,-94.429398
500295,46.310799,-94.400902
500295,46.296799,-94.372704
500295,46.264198,-94.366302
500297,46.916302,-92.211899
500297,46.916,-92.189796
500297,46.909698,-92.161598
500297,46.923599,-92.157799
500297,46.936901,-92.167099
500297,46.9678,-92.171097
500297,46.974899,-92.194702
500297,46.984402,-92.243301
500297,46.964901,-92.2379
500297,46.967499,-92.216599
500304,48.3997,-96.602501
500304,48.387199,-96.603203
500304,48.376598,-96.602501
500304,48.367599,-96.608299
500304,48.368099,-96.593803
500304,48.367699,-96.576797
500304,48.362801,-96.562202
500304,48.3283,-96.523003
500304,48.312801,-96.509804
500304,48.313202,-96.494499
500305,48.543301,-95.583603
500305,48.551498,-95.583504
500305,48.555302,-95.5457
500305,48.5686,-95.497803
500305,48.575901,-95.497398
500305,48.589298,-95.496002
500305,48.598499,-95.464401
500305,48.5984,-95.445999
500305,48.598598,-95.430397
500305,48.600201,-95.403603
500306,48.687099,-94.717102
500306,48.6745,-94.691399
500306,48.670502,-94.668602
500306,48.670399,-94.646797
500306,48.673698,-94.6092
500306,48.701099,-94.590103
500306,48.670799,-94.585999
500306,48.666,-94.564201
500306,48.671398,-94.479401
500306,48.6735,-94.456802
500307,48.359798,-93.6371
500307,48.360199,-93.659698
500307,48.359901,-93.700897
500307,48.375198,-93.700996
500307,48.3895,-93.678902
500307,48.404099,-93.712097
500307,48.422298,-93.745102
500307,48.438599,-93.740601
500307,48.442001,-93.723
500307,48.453899,-93.7211
500314,47.863098,-95.741898
500314,47.862999,-95.719398
500314,47.862801,-95.709198
500314,47.863098,-95.699097
500314,47.862598,-95.683899
500314,47.862499,-95.656601
500314,47.8722,-95.603302
500314,47.876301,-95.590103
500314,47.875401,-95.556702
500314,47.847301,-95.515602
500315,47.1255,-94.187599
500315,47.1217,-94.207397
500315,47.114201,-94.2127
500315,47.073799,-94.222702
500315,47.069099,-94.244301
500315,47.054699,-94.247597
500315,47.048901,-94.2603
500315,47.0392,-94.255203
500315,47.022202,-94.2509
500315,47.0196,-94.2466
500315,47.013,-94.237198
500316,47.653301,-93.608902
500316,47.659,-93.616501
500316,47.665199,-93.634598
500316,47.669399,-93.643997
500316,47.696999,-93.661003
500316,47.723099,-93.651604
500316,47.7477,-93.650703
500316,47.748199,-93.661201
500316,47.7542,-93.672302
500316,47.754002,-93.686897
500317,47.4048,-92.758499
500317,47.424301,-92.760399
500317,47.428501,-92.769203
500317,47.435699,-92.769402
500317,47.441101,-92.806396
500317,47.453999,-92.7995
500317,47.4534,-92.812897
500317,47.452999,-92.861198
500317,47.505402,-92.888802
500317,47.505299,-92.907501
500319,47.839699,-90.3554
500319,47.8484,-90.346497
500319,47.853699,-90.346703
500319,47.854401,-90.344803
500319,47.855202,-90.339401
500319,47.859402,-90.3246
500319,47.8652,-90.310097
500319,47.8675,-90.307602
500319,47.882702,-90.310204
500319,47.900101,-90.320602
500320,46.911701,-96.547302
500320,46.9174,-96.547203
500320,46.9459,-96.589699
500320,46.9491,-96.604401
500320,46.963299,-96.619797
500320,46.9916,-96.647301
500320,46.991299,-96.668701
500320,47.005699,-96.668503
500320,47.006001,-96.684097
500320,47.020401,-96.686501
500321,46.630001,-95.691101
500321,46.650501,-95.675903
500321,46.6543,-95.6675
500321,46.6665,-95.653099
500321,46.6716,-95.653099
500321,46.6894,-95.684303
500321,46.700199,-95.690002
500321,46.720402,-95.696297
500321,46.746799,-95.707199
500321,46.7537,-95.710701
500321,46.654301,-95.667503
500322,46.718498,-94.379303
500322,46.718601,-94.367104
500322,46.718601,-94.356697
500322,46.7183,-94.342102
500322,46.718399,-94.332603
500322,46.718399,-94.317802
500322,46.7183,-94.289299
500322,46.7183,-94.267502
500322,46.718498,-94.247803
500322,46.730099,-94.238899
500323,46.522598,-93.5382
500323,46.530499,-93.538399
500323,46.535999,-93.531799
500323,46.542,-93.501602
500323,46.546799,-93.496597
500323,46.5555,-93.471901
500323,46.573002,-93.459801
500323,46.583302,-93.446899
500323,46.6064,-93.410599
500323,46.6092,-93.395302
500324,46.9515,-92.586601
500324,46.973801,-92.580399
500324,46.972,-92.565804
500324,46.969002,-92.554497
500324,46.966,-92.543503
500324,46.959301,-92.524696
500324,46.959599,-92.520897
500324,46.9608,-92.497902
500324,46.960602,-92.483498
500324,46.923401,-92.431702
500326,45.3512,-96.1716
500326,45.330502,-96.199402
500326,45.326199,-96.204803
500326,45.327499,-96.216003
500326,45.317799,-96.219498
500326,45.3125,-96.223503
500326,45.310001,-96.2416
500326,45.3036,-96.241501
500326,45.298698,-96.284203
500326,45.2864,-96.282501
500327,45.4216,-95.121696
500327,45.394699,-95.122299
500327,45.387699,-95.125099
500327,45.387501,-95.148903
500327,45.382099,-95.152298
500327,45.3694,-95.152496
500327,45.3606,-95.1726
500327,45.327499,-95.174004
500327,45.325901,-95.188004
500327,45.313301,-95.193001
500328,45.4963,-94.967903
500328,45.497501,-94.959
500328,45.498299,-94.9394
500328,45.486401,-94.925301
500328,45.474499,-94.904701
500328,45.4669,-94.898399
500328,45.460098,-94.892502
500328,45.448299,-94.894302
500328,45.396702,-94.825699
500328,45.3904,-94.825897
500329,45.080399,-93.247704
500329,45.091202,-93.237396
500329,45.107601,-93.2248
500329,45.122002,-93.212196
500329,45.1273,-93.205498
500329,45.138699,-93.192596
500329,45.144299,-93.186897
500329,45.141998,-93.180397
500329,45.158001,-93.161499
500329,45.160702,-93.1567
500330,45.927299,-92.956902
500330,45.920898,-92.958504
500330,45.904202,-92.977097
500330,45.8932,-92.981201
500330,45.875301,-92.987801
500330,45.875401,-93.017403
500330,45.871899,-93.0448
500330,45.869801,-93.061798
500330,45.857399,-93.062302
500330,45.8302,-93.063103
500333,44.803299,-95.058098
500333,44.787899,-95.057899
500333,44.7743,-95.066902
500333,44.768398,-95.076202
500333,44.759201,-95.092201
500333,44.748798,-95.096603
500333,44.745098,-95.085899
500333,44.745098,-95.111397
500333,44.730499,-95.129898
500333,44.730999,-95.151497
500334,44.062,-93.778
500334,44.054001,-93.778297
500334,44.051701,-93.768898
500334,44.0616,-93.739998
500334,44.065701,-93.738197
500334,44.064499,-93.698502
500334,44.064999,-93.677299
500334,44.0662,-93.658699
500334,44.066299,-93.634804
500334,44.064999,-93.618103
500335,44.346699,-92.1577
500335,44.364799,-92.169197
500335,44.377998,-92.186699
500335,44.381001,-92.200897
500335,44.387402,-92.216599
500335,44.367401,-92.219597
500335,44.367802,-92.249702
500335,44.367699,-92.276398
500335,44.368,-92.312599
500335,44.353802,-92.3909
500336,44.091999,-91.962997
500336,44.106098,-91.937698
500336,44.1385,-91.869598
500336,44.149799,-91.864403
500336,44.150299,-91.835297
500336,44.1409,-91.809303
500336,44.136002,-91.805901
500336,44.1287,-91.794899
500336,44.132,-91.7853
500336,44.1186,-91.7704
500336,44.1301,-91.800903
500336,44.129002,-91.7882
500337,43.528599,-96.133698
500337,43.572102,-96.081497
500337,43.580502,-96.072098
500337,43.5882,-96.0588
500337,43.5966,-96.052399
500337,43.596901,-96.034103
500337,43.6171,-96.007202
500337,43.644699,-95.990402
500337,43.6577,-95.990601
500337,43.668701,-95.991501
500339,43.920399,-94.429802
500339,43.9207,-94.403198
500339,43.920601,-94.395798
500339,43.920502,-94.361198
500339,43.9207,-94.345901
500339,43.912899,-94.307198
500339,43.912899,-94.299004
500339,43.912899,-94.293602
500339,43.920399,-94.253899
500339,43.926601,-94.238998
500340,43.8848,-93.344902
500340,43.8908,-93.342201
500340,43.905602,-93.325897
500340,43.908001,-93.3069
500340,43.923302,-93.305603
500340,43.936501,-93.286102
500340,43.946201,-93.285599
500340,43.978802,-93.269096
500340,43.971401,-93.246002
500340,43.9935,-93.221199
500341,43.848801,-92.672203
500341,43.805599,-92.659103
500341,43.791599,-92.637398
500341,43.776699,-92.629303
500341,43.772499,-92.610901
500341,43.759899,-92.611
500341,43.747002,-92.590698
500341,43.730499,-92.568001
500341,43.725601,-92.559799
500341,43.715199,-92.526802
500342,43.858799,-91.848602
500342,43.844799,-91.844299
500342,43.833599,-91.8423
500342,43.787201,-91.834099
500342,43.7798,-91.862999
500342,43.763401,-91.865898
500342,43.746601,-91.861298
500342,43.730701,-91.834
500342,43.710701,-91.831398
