strtno,year,period,rblval,deply,nesting2,size
60,1999,4,1.829545283,1,0,1.44
61,1997,1,0.119141419,2,0,0
61,1997,2,0.124672514,2,0,0
61,1997,3,0.787146661,2,1,0
61,1997,4,1.766827997,2,0,0
61,1999,1,0.118707091,2,0,0
61,1999,2,0.23268125,2,0,0
61,1999,3,1.120993779,2,0,0
61,1999,4,1.813127895,2,0,0
62,1997,1,0.158159956,1,0,0.19
62,1997,2,0.162879584,1,0,0.19
62,1997,3,0.763835238,1,0,0.19
62,1997,4,1.700657107,1,0,0.19
62,1999,1,0.16253521,1,0,0.19
62,1999,2,0.266876329,1,0,0.19
62,1999,3,1.086414758,1,0,0.19
62,1999,4,1.744320795,1,0,0.19
63,1997,1,0.124914764,2,0,9.62
63,1997,2,0.124929615,2,0,9.62
63,1997,3,0.785983006,2,0,9.62
63,1997,4,1.778225785,2,0,9.62
63,1998,1,0.150494307,2,0,9.62
63,1998,2,0.200094947,2,0,9.62
63,1998,3,1.06958711,2,0,9.62
63,1998,4,1.830583705,2,0,9.62
63,1999,1,0.131579871,2,0,9.62
63,1999,2,0.238163797,2,1,9.62
63,1999,3,1.137638039,2,0,9.62
63,1999,4,1.815558611,2,0,9.62
64,1998,1,0.276599523,1,0,6.72
64,1998,2,0.336715399,1,1,6.72
64,1998,3,1.204806263,1,NA,6.72
64,1998,4,1.812987902,1,NA,6.72
64,1999,1,0.201512889,1,0,6.72
64,1999,2,0.308532276,1,0,6.72
64,1999,3,1.133090073,1,0,6.72
64,1999,4,1.754602447,1,0,6.72
65,1997,1,0.228044752,1,0,0
65,1997,2,0.232944616,1,0,0
65,1997,3,0.835627135,1,0,0
65,1997,4,1.781249287,1,0,0
65,1999,1,0.223400201,1,1,0
65,1999,2,0.332343257,1,NA,0
65,1999,3,1.156883351,1,NA,0
65,1999,4,1.749406302,1,0,0
66,1997,1,0.178623685,1,0,9.18
66,1997,2,0.185012152,1,0,9.18
66,1997,3,0.868781463,1,1,9.18
66,1997,4,2.166376162,1,NA,9.18
66,1998,1,0.190325839,1,1,9.18
66,1998,2,0.247942731,1,NA,9.18
66,1998,3,1.302135251,1,NA,9.18
66,1998,4,2.179032831,1,0,9.18
66,1999,1,0.153103349,1,1,9.18
66,1999,2,0.265905413,1,NA,9.18
66,1999,3,1.281634152,1,NA,9.18
66,1999,4,2.161357199,1,0,9.18
67,1997,1,0.200292706,1,0,0
67,1997,2,0.200292706,1,0,0
67,1997,3,0.883827377,1,0,0
67,1997,4,1.861995546,1,0,0
67,1998,1,0.206799434,1,0,0
67,1998,2,0.248265067,1,0,0
67,1998,3,1.081284259,1,0,0
67,1998,4,1.921820428,1,0,0
67,1999,1,0.179188343,1,0,0
67,1999,2,0.274374432,1,0,0
67,1999,3,1.106487541,1,0,0
67,1999,4,1.817203202,1,0,0
68,1997,1,0.202768776,1,0,0
68,1997,2,0.205354754,1,0,0
68,1997,3,0.82799613,1,0,0
68,1997,4,1.761199299,1,1,0
68,1998,1,0.202578082,1,0,0
68,1998,2,0.246459776,1,0,0
68,1998,3,1.059551921,1,0,0
68,1998,4,1.799878436,1,0,0
68,1999,1,0.175404385,1,0,0
68,1999,2,0.258590611,1,0,0
68,1999,3,1.027425618,1,0,0
68,1999,4,1.74144709,1,0,0
69,1997,1,0.207628546,2,0,0
69,1997,2,0.210705982,2,0,0
69,1997,3,0.823293622,2,1,0
69,1997,4,1.766788038,2,0,0
69,1998,1,0.206541816,2,1,0
69,1998,2,0.251330774,2,0,0
69,1998,3,1.064666616,2,0,0
69,1998,4,1.799977974,2,0,0
69,1999,1,0.185544729,2,0,0
69,1999,2,0.273295219,2,1,0
69,1999,3,1.035581224,2,0,0
69,1999,4,1.735410859,2,0,0
70,1997,1,0.193910515,2,0,12.93
70,1997,2,0.198928794,2,0,12.93
70,1997,3,0.750858341,2,0,12.93
70,1997,4,1.656123732,2,1,12.93
70,1998,1,0.221760625,2,0,12.93
70,1998,2,0.260780463,2,0,12.93
70,1998,3,0.925325356,2,1,12.93
70,1998,4,1.750571496,2,0,12.93
70,1999,1,0.137883672,2,0,12.93
70,1999,2,0.230122025,2,0,12.93
70,1999,3,1.029811526,2,0,12.93
70,1999,4,1.635762947,2,0,12.93
71,1997,1,0.255799031,2,0,5.88
71,1997,2,0.267273183,2,0,5.88
71,1997,3,0.667836154,2,0,5.88
71,1997,4,1.486786117,2,1,5.88
71,1998,1,0.289297483,2,1,5.88
71,1998,2,0.336788907,2,0,5.88
71,1998,3,0.9352378,2,0,5.88
71,1998,4,1.552745233,2,0,5.88
71,1999,1,0.204263916,2,0,5.88
71,1999,2,0.295434858,2,1,5.88
71,1999,3,0.958986784,2,0,5.88
71,1999,4,1.471116484,2,0,5.88
72,1997,1,0.306176246,2,0,0
72,1997,2,0.310980879,2,0,0
72,1997,3,0.834440159,2,1,0
72,1997,4,1.852723404,2,0,0
72,1998,1,0.322514761,2,0,0
72,1998,2,0.380621048,2,0,0
72,1998,3,1.137459257,2,0,0
72,1998,4,1.860387829,2,0,0
72,1999,1,0.244916279,2,0,0
72,1999,2,0.343807492,2,0,0
72,1999,3,1.080198508,2,0,0
72,1999,4,1.777756168,2,0,0
74,1997,1,0.289197527,2,0,2.71
74,1997,2,0.307299054,2,0,2.71
74,1997,3,0.741572156,2,1,2.71
74,1997,4,1.603933504,2,0,2.71
74,1998,1,0.313191827,2,0,2.71
74,1998,2,0.390898404,2,0,2.71
74,1998,3,1.060996365,2,0,2.71
74,1998,4,1.598342353,2,1,2.71
74,1999,1,0.241670104,2,0,2.71
74,1999,2,0.352698356,2,0,2.71
74,1999,3,1.015134521,2,1,2.71
74,1999,4,1.546495902,2,0,2.71
75,1997,1,0.310733523,2,0,0.22
75,1997,2,0.315457255,2,0,0.22
75,1997,3,0.864538186,2,0,0.22
75,1997,4,1.869124918,2,0,0.22
75,1999,1,0.260295443,2,0,0.22
75,1999,2,0.356514384,2,0,0.22
75,1999,3,1.134429831,2,0,0.22
75,1999,4,1.820236118,2,0,0.22
76,1997,1,0.282329949,2,0,0.14
76,1997,2,0.287134583,2,0,0.14
76,1997,3,0.892988356,2,0,0.14
76,1997,4,1.882022272,2,0,0.14
76,1998,1,0.293086792,2,0,0.14
76,1998,2,0.354816813,2,0,0.14
76,1998,3,1.120572695,2,0,0.14
76,1998,4,1.895677148,2,0,0.14
76,1999,1,0.254766181,2,0,0.14
76,1999,2,0.358605044,2,0,0.14
76,1999,3,1.111744338,2,0,0.14
76,1999,4,1.841763391,2,0,0.14
77,1997,1,0.241335567,1,0,18.58
77,1997,2,0.241335567,1,0,18.58
77,1997,3,0.840867403,1,0,18.58
77,1997,4,1.961699519,1,0,18.58
77,1999,1,0.212231472,1,0,18.58
77,1999,2,0.324696263,1,0,18.58
77,1999,3,1.243665388,1,0,18.58
77,1999,4,1.937965082,1,0,18.58
78,1997,1,0.296117746,2,0,0
78,1997,2,0.296117746,2,0,0
78,1997,3,0.858307038,2,0,0
78,1997,4,1.961750595,2,0,0
78,1998,1,0.328819013,2,0,0
78,1998,2,0.37415783,2,0,0
78,1998,3,1.206657232,2,0,0
78,1998,4,1.975049381,2,0,0
78,1999,1,0.253004142,2,0,0
78,1999,2,0.354996896,2,0,0
78,1999,3,1.202544441,2,0,0
78,1999,4,1.943336991,2,0,0
79,1997,1,0.537108391,1,0,0
79,1997,2,0.538706093,1,0,0
79,1997,3,0.986633857,1,0,0
79,1997,4,2.085554642,1,0,0
79,1998,1,0.591860229,1,0,0
79,1998,2,0.625156487,1,0,0
79,1998,3,1.285433753,1,0,0
79,1998,4,2.059644856,1,0,0
79,1999,1,0.404379003,1,0,0
79,1999,2,0.470825631,1,0,0
79,1999,3,1.080103014,1,0,0
79,1999,4,1.983336351,1,0,0
80,1997,1,0.43852618,2,0,0
80,1997,2,0.43852618,2,0,0
80,1997,3,0.934617524,2,0,0
80,1997,4,1.978288478,2,0,0
80,1998,1,0.533203632,2,0,0
80,1998,2,0.566621136,2,0,0
80,1998,3,1.259426695,2,0,0
80,1998,4,1.971611079,2,0,0
80,1999,1,0.338567365,2,0,0
80,1999,2,0.411037612,2,0,0
80,1999,3,1.062292355,2,0,0
80,1999,4,1.874901394,2,0,0
81,1997,1,0.504779087,1,1,0
81,1997,2,0.50637679,1,NA,0
81,1997,3,0.994919635,1,NA,0
81,1997,4,2.14080766,1,0,0
81,1998,1,0.589246867,1,0,0
81,1998,2,0.630735022,1,0,0
81,1998,3,1.336297818,1,0,0
81,1998,4,2.155421714,1,0,0
81,1999,1,0.400531854,1,0,0
81,1999,2,0.472548524,1,0,0
81,1999,3,1.162163438,1,0,0
81,1999,4,2.03958274,1,0,0
82,1997,1,0.497328201,1,0,0
82,1997,2,0.498679167,1,0,0
82,1997,3,0.996049664,1,0,0
82,1997,4,2.150434237,1,0,0
82,1998,1,0.573215824,1,0,0
82,1998,2,0.615971412,1,0,0
82,1998,3,1.328496242,1,0,0
82,1998,4,2.158628014,1,0,0
82,1999,1,0.402058827,1,0,0
82,1999,2,0.473339486,1,0,0
82,1999,3,1.17001713,1,0,0
82,1999,4,2.051160194,1,0,0
83,1997,1,0.525658441,1,1,0.18
83,1997,2,0.527256144,1,NA,0.18
83,1997,3,1.013874911,1,NA,0.18
83,1997,4,2.142747094,1,0,0.18
83,1998,1,0.615185835,1,0,0.18
83,1998,2,0.655169543,1,1,0.18
83,1998,3,1.366601838,1,NA,0.18
83,1998,4,2.154933901,1,NA,0.18
83,1999,1,0.409086046,1,1,0.18
83,1999,2,0.482475249,1,NA,0.18
83,1999,3,1.164817698,1,NA,0.18
83,1999,4,2.032646427,1,0,0.18
84,1997,1,0.511584655,2,0,0
84,1997,2,0.512395049,2,0,0
84,1997,3,0.994836938,2,0,0
84,1997,4,2.123989584,2,0,0
84,1998,1,0.589021073,2,0,0
84,1998,2,0.630430932,2,0,0
84,1998,3,1.313091644,2,0,0
84,1998,4,2.1327443,2,0,0
84,1999,1,0.417423772,2,0,0
84,1999,2,0.483986124,2,0,0
84,1999,3,1.150350426,2,1,0
84,1999,4,2.0218942,2,0,0
85,1997,1,0.258631307,2,0,2.35
85,1997,2,0.265694791,2,0,2.35
85,1997,3,0.77488943,2,1,2.35
85,1997,4,1.62987118,2,0,2.35
85,1998,1,0.283112492,2,0,2.35
85,1998,2,0.345817054,2,0,2.35
85,1998,3,1.09025419,2,0,2.35
85,1998,4,1.624927115,2,0,2.35
85,1999,1,0.21638525,2,0,2.35
85,1999,2,0.308925145,2,0,2.35
85,1999,3,1.034182788,2,0,2.35
85,1999,4,1.625221755,2,0,2.35
86,1999,1,0.236896201,1,0,15.82
86,1999,2,0.338957247,1,0,15.82
86,1999,3,0.97890895,1,0,15.82
86,1999,4,1.473761103,1,0,15.82
87,1997,1,0.265793549,2,1,0.63
87,1997,2,0.272460654,2,1,0.63
87,1997,3,0.7217957,2,NA,0.63
87,1997,4,1.587734729,2,0,0.63
87,1998,1,0.352686617,2,0,0.63
87,1998,2,0.398702939,2,0,0.63
87,1998,3,1.053932497,2,0,0.63
87,1998,4,1.662520254,2,0,0.63
87,1999,1,0.262768194,2,1,0.63
87,1999,2,0.353275742,2,0,0.63
87,1999,3,1.057728152,2,0,0.63
87,1999,4,1.603960487,2,0,0.63
88,1997,1,0.283206675,1,1,0.63
88,1997,2,0.288796383,1,NA,0.63
88,1997,3,0.719777827,1,NA,0.63
88,1997,4,1.598235944,1,0,0.63
88,1998,1,0.372984952,1,1,0.63
88,1998,2,0.416425264,1,NA,0.63
88,1998,3,1.054160798,1,NA,0.63
88,1998,4,1.679307941,1,0,0.63
88,1999,1,0.277989308,1,0,0.63
88,1999,2,0.364985047,1,0,0.63
88,1999,3,1.057829301,1,0,0.63
88,1999,4,1.616988968,1,0,0.63
89,1997,1,0.410492411,1,0,3.24
89,1997,2,0.410492411,1,1,3.24
89,1997,3,0.820795811,1,NA,3.24
89,1997,4,1.634867869,1,1,3.24
89,1998,1,0.485009117,1,1,3.24
89,1998,2,0.523590016,1,NA,3.24
89,1998,3,1.082266452,1,NA,3.24
89,1998,4,1.714294832,1,0,3.24
89,1999,1,0.382297087,1,0,3.24
89,1999,2,0.437162624,1,1,3.24
89,1999,3,1.021119399,1,NA,3.24
89,1999,4,1.712591351,1,NA,3.24
90,1997,1,0.370426958,1,0,0.57
90,1997,2,0.370426958,1,1,0.57
90,1997,3,0.927611073,1,NA,0.57
90,1997,4,1.87019936,1,NA,0.57
90,1998,1,0.413640524,1,1,0.57
90,1998,2,0.464043854,1,NA,0.57
90,1998,3,1.245065487,1,NA,0.57
90,1998,4,1.969395588,1,0,0.57
90,1999,1,0.34810357,1,0,0.57
90,1999,2,0.426906269,1,0,0.57
90,1999,3,1.213536696,1,0,0.57
90,1999,4,1.963249369,1,0,0.57
91,1997,1,0.36879795,1,0,1.44
91,1997,2,0.374641885,1,1,1.44
91,1997,3,0.930738986,1,NA,1.44
91,1997,4,1.901300514,1,0,1.44
91,1998,1,0.408404823,1,0,1.44
91,1998,2,0.467607229,1,0,1.44
91,1998,3,1.242293801,1,0,1.44
91,1998,4,1.995510748,1,0,1.44
91,1999,1,0.347924655,1,0,1.44
91,1999,2,0.43272224,1,0,1.44
91,1999,3,1.217368402,1,0,1.44
91,1999,4,1.986834737,1,0,1.44
92,1997,1,0.153708517,1,0,0.33
92,1997,2,0.154568749,1,0,0.33
92,1997,3,0.89770655,1,0,0.33
92,1997,4,2.011834677,1,0,0.33
92,1998,1,0.164493468,1,1,0.33
92,1998,2,0.208857127,1,NA,0.33
92,1998,3,1.116763183,1,NA,0.33
92,1998,4,2.091603001,1,0,0.33
92,1999,1,0.127431982,1,1,0.33
92,1999,2,0.257193792,1,NA,0.33
92,1999,3,1.334089264,1,NA,0.33
92,1999,4,1.992651819,1,0,0.33
93,1997,1,0.20805649,1,0,0.11
93,1997,2,0.215253547,1,0,0.11
93,1997,3,0.96169896,1,0,0.11
93,1997,4,2.147787041,1,0,0.11
93,1998,1,0.205878213,1,0,0.11
93,1998,2,0.305638226,1,0,0.11
93,1998,3,1.350837805,1,0,0.11
93,1998,4,2.137412616,1,0,0.11
93,1999,1,0.203315785,1,0,0.11
93,1999,2,0.346269432,1,0,0.11
93,1999,3,1.372991633,1,0,0.11
93,1999,4,2.196195666,1,0,0.11
94,1997,1,0.219140989,1,0,0
94,1997,2,0.230098115,1,0,0
94,1997,3,0.962018759,1,0,0
94,1997,4,2.136715417,1,0,0
94,1998,1,0.221593435,1,0,0
94,1998,2,0.327116749,1,0,0
94,1998,3,1.339589428,1,0,0
94,1998,4,2.107668123,1,0,0
94,1999,1,0.21233302,1,0,0
94,1999,2,0.365299111,1,0,0
94,1999,3,1.407928009,1,0,0
94,1999,4,2.153860053,1,0,0
95,1997,1,0.143111984,2,0,0.32
95,1997,2,0.143141231,2,1,0.32
95,1997,3,0.9267135,2,0,0.32
95,1997,4,2.016465139,2,0,0.32
95,1998,1,0.151100424,2,0,0.32
95,1998,2,0.202796033,2,0,0.32
95,1998,3,1.235342001,2,1,0.32
95,1998,4,2.079950601,2,1,0.32
95,1999,1,0.122169491,2,0,0.32
95,1999,2,0.257785287,2,1,0.32
95,1999,3,1.38310335,2,0,0.32
95,1999,4,2.020088347,2,1,0.32
96,1997,1,0.183701703,2,0,0.78
96,1997,2,0.183755973,2,0,0.78
96,1997,3,0.867898511,2,0,0.78
96,1997,4,2.025031721,2,0,0.78
96,1998,1,0.231349163,2,0,0.78
96,1998,2,0.285115398,2,0,0.78
96,1998,3,1.331374039,2,0,0.78
96,1998,4,2.044633625,2,0,0.78
96,1999,1,0.177496544,2,0,0.78
96,1999,2,0.302671111,2,1,0.78
96,1999,3,1.346434918,2,0,0.78
96,1999,4,1.974084839,2,1,0.78
97,1997,1,0.094291779,2,0,26.88
97,1997,2,0.094397634,2,0,26.88
97,1997,3,0.878507012,2,0,26.88
97,1997,4,1.936896472,2,0,26.88
97,1998,1,0.100833838,2,0,26.88
97,1998,2,0.154829322,2,0,26.88
97,1998,3,1.213889308,2,0,26.88
97,1998,4,1.998207989,2,0,26.88
97,1999,1,0.058849664,2,0,26.88
97,1999,2,0.182528598,2,0,26.88
97,1999,3,1.235003774,2,0,26.88
97,1999,4,1.912042137,2,0,26.88
98,1997,1,0.124891323,1,0,26.88
98,1997,2,0.125000548,1,0,26.88
98,1997,3,0.808826791,1,0,26.88
98,1997,4,1.860197647,1,0,26.88
98,1998,1,0.138979838,1,0,26.88
98,1998,2,0.18781295,1,1,26.88
98,1998,3,1.135728686,1,NA,26.88
98,1998,4,1.929668433,1,NA,26.88
98,1999,1,0.098671628,1,0,26.88
98,1999,2,0.218773746,1,1,26.88
98,1999,3,1.219283397,1,NA,26.88
98,1999,4,1.863251696,1,NA,26.88
99,1997,1,0.34895542,1,0,0
99,1997,2,0.364938489,1,0,0
99,1997,3,0.962968645,1,0,0
99,1997,4,1.80504466,1,0,0
99,1998,1,0.301266136,1,0,0
99,1998,2,0.370067864,1,0,0
99,1998,3,1.170196355,1,0,0
99,1998,4,1.743290395,1,0,0
99,1999,1,0.248702217,1,0,0
99,1999,2,0.359501675,1,0,0
99,1999,3,1.215536945,1,0,0
99,1999,4,1.749065329,1,0,0
100,1997,1,0.388574237,1,0,0
100,1997,2,0.396942935,1,0,0
100,1997,3,0.936174312,1,0,0
100,1997,4,1.915289923,1,0,0
100,1998,1,0.261322499,1,0,0
100,1998,2,0.317183299,1,0,0
100,1998,3,1.141957398,1,0,0
100,1998,4,1.810688361,1,0,0
100,1999,1,0.21194978,1,0,0
100,1999,2,0.314104938,1,0,0
100,1999,3,1.190430965,1,0,0
100,1999,4,1.784170285,1,0,0
101,1997,1,0.289300274,1,0,0
101,1997,2,0.289914561,1,0,0
101,1997,3,0.919906847,1,0,0
101,1997,4,2.011199366,1,0,0
101,1998,1,0.203889772,1,0,0
101,1998,2,0.250783855,1,0,0
101,1998,3,1.176061808,1,0,0
101,1998,4,1.980925065,1,0,0
101,1999,1,0.190564607,1,0,0
101,1999,2,0.292644073,1,0,0
101,1999,3,1.195183479,1,0,0
101,1999,4,1.912503332,1,0,0
102,1997,1,0.441953524,1,0,4.44
102,1997,2,0.447299417,1,1,4.44
102,1997,3,1.039331366,1,NA,4.44
102,1997,4,2.218121929,1,1,4.44
102,1998,1,0.243922695,1,1,4.44
102,1998,2,0.30200823,1,NA,4.44
102,1998,3,1.278545487,1,NA,4.44
102,1998,4,2.079333786,1,1,4.44
102,1999,1,0.204185745,1,0,4.44
102,1999,2,0.322879979,1,1,4.44
102,1999,3,1.346194888,1,NA,4.44
102,1999,4,2.048955641,1,1,4.44
103,1997,1,0.170896725,1,0,2.24
103,1997,2,0.179509266,1,0,2.24
103,1997,3,0.867063496,1,0,2.24
103,1997,4,1.893286313,1,0,2.24
103,1998,1,0.215890246,1,0,2.24
103,1998,2,0.276391644,1,0,2.24
103,1998,3,1.183755876,1,0,2.24
103,1998,4,1.97544611,1,0,2.24
104,1997,1,0.140267339,2,0,3.14
104,1997,2,0.140436102,2,0,3.14
104,1997,3,0.733327281,2,0,3.14
104,1997,4,2.032791843,2,0,3.14
104,1998,1,0.169863716,2,0,3.14
104,1998,2,0.215290443,2,0,3.14
104,1998,3,1.18879414,2,0,3.14
104,1998,4,2.096803899,2,0,3.14
104,1999,1,0.186356839,2,0,3.14
104,1999,2,0.263089355,2,0,3.14
104,1999,3,1.107407091,2,0,3.14
104,1999,4,2.076358906,2,0,3.14
105,1997,1,0.168263607,2,0,0
105,1997,2,0.172845854,2,0,0
105,1997,3,0.729318263,2,0,0
105,1997,4,1.724341836,2,0,0
105,1998,1,0.193024804,2,0,0
105,1998,2,0.245533302,2,0,0
105,1998,3,1.105075991,2,0,0
105,1998,4,1.79404534,2,0,0
105,1999,1,0.168939636,2,0,0
105,1999,2,0.243821455,2,0,0
105,1999,3,0.963176843,2,0,0
105,1999,4,1.810791413,2,0,0
106,1997,1,0.118112627,2,0,3.37
106,1997,2,0.118133347,2,0,3.37
106,1997,3,0.838706461,2,0,3.37
106,1997,4,2.168410195,2,0,3.37
107,1997,1,0.364141346,2,0,0.9
107,1997,2,0.364141346,2,0,0.9
107,1997,3,0.949829268,2,0,0.9
107,1997,4,1.910315056,2,0,0.9
107,1998,1,0.410672949,2,0,0.9
107,1998,2,0.462464832,2,0,0.9
107,1998,3,1.271265669,2,0,0.9
107,1998,4,2.021573845,2,0,0.9
107,1999,1,0.344544263,2,0,0.9
107,1999,2,0.425798318,2,0,0.9
107,1999,3,1.235027453,2,0,0.9
107,1999,4,1.995791905,2,0,0.9
108,1997,1,0.392445124,2,0,0
108,1997,2,0.40623864,2,0,0
108,1997,3,0.96532077,2,0,0
108,1997,4,1.849156583,2,0,0
108,1998,1,0.280898511,2,0,0
108,1998,2,0.345881394,2,0,0
108,1998,3,1.149963643,2,0,0
108,1998,4,1.738872092,2,0,0
108,1999,1,0.22508221,2,0,0
108,1999,2,0.334016671,2,0,0
108,1999,3,1.198163963,2,0,0
108,1999,4,1.736799771,2,0,0
109,1997,1,0.161622466,1,1,0
109,1997,2,0.162879253,1,NA,0
109,1997,3,0.908025271,1,NA,0
109,1997,4,2.018219869,1,0,0
109,1998,1,0.183362823,1,1,0
109,1998,2,0.228496261,1,NA,0
109,1998,3,1.135452405,1,NA,0
109,1998,4,2.106573171,1,0,0
109,1999,1,0.131020584,1,1,0
109,1999,2,0.260967275,1,NA,0
109,1999,3,1.336147347,1,NA,0
109,1999,4,1.994921101,1,0,0
110,1997,1,0.258713983,1,1,0
110,1997,2,0.268211117,1,NA,0
110,1997,3,0.818108252,1,NA,0
110,1997,4,1.94125401,1,0,0
110,1998,1,0.307766826,1,1,0
110,1998,2,0.383108909,1,NA,0
110,1998,3,1.268960389,1,NA,0
110,1998,4,1.973842112,1,0,0
110,1999,1,0.242900931,1,1,0
110,1999,2,0.361870124,1,NA,0
110,1999,3,1.202828746,1,NA,0
110,1999,4,1.969881973,1,0,0
111,1997,1,0.29880555,1,0,2.71
111,1997,2,0.318192446,1,0,2.71
111,1997,3,0.739367981,1,0,2.71
111,1997,4,1.587431704,1,0,2.71
111,1998,1,0.326912154,1,1,2.71
111,1998,2,0.404901385,1,NA,2.71
111,1998,3,1.05405289,1,NA,2.71
111,1998,4,1.586024151,1,0,2.71
111,1999,1,0.251449629,1,1,2.71
111,1999,2,0.361457203,1,NA,2.71
111,1999,3,1.006153625,1,NA,2.71
111,1999,4,1.530603707,1,0,2.71
